$DATA1 SOURCE='PrimeSim HSPICE' VERSION='U-2023.03-SP2 linux6' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE '*  generated for: finesimprovcs'
delayr,delayf,delaya,pwr,temper,alter#
   failed,   failed,   failed, 3.177e-04,  25.0000,1
