#format table ## [Custom WaveView] saved 21:28:58 Mon Apr 29 2024
TIME ,v(a) ,v(b) ,v(c) ,v(d) ,v(e) ,v(f) 
 1.424E-08 , 2.385E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 2.749E-03 , 1.735E+00 
 1.425E-08 , 5.285E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 4.013E-03 , 1.737E+00 
 1.426E-08 , 8.604E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 5.646E-03 , 1.739E+00 
 1.428E-08 , 1.205E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 7.286E-03 , 1.740E+00 
 1.429E-08 , 1.537E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.341E-03 , 1.742E+00 
 1.429E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.739E-03 , 1.743E+00 
 1.430E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.729E-03 , 1.744E+00 
 1.430E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.713E-03 , 1.744E+00 
 1.430E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.615E-03 , 1.744E+00 
 1.430E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.044E-03 , 1.744E+00 
 1.431E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 6.395E-03 , 1.746E+00 
 1.432E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 4.787E-03 , 1.747E+00 
 1.434E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 3.265E-03 , 1.750E+00 
 1.437E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.936E-03 , 1.753E+00 
 1.440E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.137E-03 , 1.757E+00 
 1.445E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 8.286E-04 , 1.762E+00 
 1.450E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 6.749E-04 , 1.767E+00 
 1.457E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 5.553E-04 , 1.773E+00 
 1.469E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 4.156E-04 , 1.780E+00 
 1.486E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 2.621E-04 , 1.787E+00 
 1.505E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.579E-04 , 1.793E+00 
 1.524E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 9.311E-05 , 1.796E+00 
 1.525E-08 , 1.744E+00 , 1.744E+00 , 1.744E+00 , 1.744E+00 ,-5.765E-03 , 1.796E+00 
 1.525E-08 , 1.685E+00 , 1.685E+00 , 1.685E+00 , 1.685E+00 ,-1.179E-02 , 1.796E+00 
 1.525E-08 , 1.499E+00 , 1.499E+00 , 1.499E+00 , 1.499E+00 ,-2.998E-02 , 1.795E+00 
 1.527E-08 , 1.162E+00 , 1.162E+00 , 1.162E+00 , 1.162E+00 ,-5.790E-02 , 1.795E+00 
 1.527E-08 , 8.793E-01 , 8.793E-01 , 8.793E-01 , 8.793E-01 ,-7.513E-02 , 1.795E+00 
 1.528E-08 , 5.859E-01 , 5.859E-01 , 5.859E-01 , 5.859E-01 ,-8.398E-02 , 1.795E+00 
 1.529E-08 , 3.711E-01 , 3.711E-01 , 3.711E-01 , 3.711E-01 ,-8.039E-02 , 1.795E+00 
 1.530E-08 , 1.334E-01 , 1.334E-01 , 1.334E-01 , 1.334E-01 ,-6.196E-02 , 1.796E+00 
 1.530E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 ,-4.267E-02 , 1.796E+00 
 1.530E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 ,-4.111E-02 , 1.796E+00 
 1.530E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 ,-3.847E-02 , 1.796E+00 
 1.531E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 ,-2.989E-02 , 1.796E+00 
 1.531E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 ,-1.239E-02 , 1.796E+00 
 1.531E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 4.936E-02 , 1.797E+00 
 1.532E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.705E-01 , 1.798E+00 
 1.533E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 2.704E-01 , 1.799E+00 
 1.534E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 3.840E-01 , 1.800E+00 
 1.535E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 5.038E-01 , 1.802E+00 
 1.536E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 6.547E-01 , 1.803E+00 
 1.537E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 8.246E-01 , 1.803E+00 
 1.539E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.022E+00 , 1.799E+00 
 1.540E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.205E+00 , 1.789E+00 
 1.541E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.329E+00 , 1.776E+00 
 1.543E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.413E+00 , 1.761E+00 
 1.543E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.441E+00 , 1.755E+00 
 1.544E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.517E+00 , 1.733E+00 
 1.546E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.575E+00 , 1.710E+00 
 1.547E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.631E+00 , 1.678E+00 
 1.549E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.672E+00 , 1.645E+00 
 1.551E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.706E+00 , 1.606E+00 
 1.553E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.732E+00 , 1.563E+00 
 1.555E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.751E+00 , 1.515E+00 
 1.557E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.765E+00 , 1.462E+00 
 1.560E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.775E+00 , 1.404E+00 
 1.563E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.781E+00 , 1.339E+00 
 1.566E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.785E+00 , 1.266E+00 
 1.570E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.788E+00 , 1.184E+00 
 1.574E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.790E+00 , 1.089E+00 
 1.579E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.790E+00 , 9.779E-01 
 1.585E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.791E+00 , 8.468E-01 
 1.592E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.791E+00 , 6.871E-01 
 1.600E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.792E+00 , 5.274E-01 
 1.606E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.792E+00 , 4.100E-01 
 1.612E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.793E+00 , 3.171E-01 
 1.613E-08 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.793E+00 , 2.966E-01 
 1.613E-08 , 1.060E-02 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.793E+00 , 2.961E-01 
 1.613E-08 , 2.642E-02 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.793E+00 , 2.953E-01 
 1.614E-08 , 7.704E-02 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.794E+00 , 2.930E-01 
 1.614E-08 , 1.937E-01 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.796E+00 , 2.875E-01 
 1.615E-08 , 4.012E-01 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.801E+00 , 2.780E-01 
 1.616E-08 , 7.277E-01 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.809E+00 , 2.635E-01 
 1.617E-08 , 1.059E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.819E+00 , 2.492E-01 
 1.618E-08 , 1.456E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.829E+00 , 2.329E-01 
 1.619E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.836E+00 , 2.193E-01 
 1.619E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.836E+00 , 2.188E-01 
 1.619E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.836E+00 , 2.182E-01 
 1.620E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.837E+00 , 2.165E-01 
 1.620E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.837E+00 , 2.110E-01 
 1.622E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.835E+00 , 1.942E-01 
 1.623E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.831E+00 , 1.806E-01 
 1.625E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.826E+00 , 1.633E-01 
 1.627E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.822E+00 , 1.469E-01 
 1.629E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.816E+00 , 1.245E-01 
 1.633E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.810E+00 , 1.012E-01 
 1.638E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.805E+00 , 7.439E-02 
 1.644E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.802E+00 , 5.191E-02 
 1.650E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 3.508E-02 
 1.657E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.799E+00 , 2.315E-02 
 1.664E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.799E+00 , 1.484E-02 
 1.672E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.799E+00 , 9.090E-03 
 1.680E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.799E+00 , 5.256E-03 
 1.690E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 2.778E-03 
 1.701E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.300E-03 
 1.708E-08 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 8.162E-04 
 1.708E-08 , 1.800E+00 , 1.406E-02 , 0.000E+00 , 0.000E+00 , 1.801E+00 , 8.219E-04 
 1.708E-08 , 1.800E+00 , 4.941E-02 , 0.000E+00 , 0.000E+00 , 1.805E+00 , 8.365E-04 
 1.709E-08 , 1.800E+00 , 1.625E-01 , 0.000E+00 , 0.000E+00 , 1.815E+00 , 8.812E-04 
 1.710E-08 , 1.800E+00 , 3.989E-01 , 0.000E+00 , 0.000E+00 , 1.837E+00 , 9.644E-04 
 1.711E-08 , 1.800E+00 , 8.558E-01 , 0.000E+00 , 0.000E+00 , 1.873E+00 , 1.081E-03 
 1.712E-08 , 1.800E+00 , 1.276E+00 , 0.000E+00 , 0.000E+00 , 1.893E+00 , 1.102E-03 
 1.714E-08 , 1.800E+00 , 1.700E+00 , 0.000E+00 , 0.000E+00 , 1.894E+00 , 1.009E-03 
 1.714E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.894E+00 , 9.852E-04 
 1.714E-08 , 1.790E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.893E+00 , 9.803E-04 
 1.714E-08 , 1.782E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.893E+00 , 9.763E-04 
 1.714E-08 , 1.757E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.892E+00 , 9.637E-04 
 1.715E-08 , 1.675E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.888E+00 , 9.250E-04 
 1.715E-08 , 1.414E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.878E+00 , 8.133E-04 
 1.716E-08 , 1.115E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.868E+00 , 7.037E-04 
 1.718E-08 , 7.709E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.859E+00 , 5.967E-04 
 1.719E-08 , 4.809E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.852E+00 , 5.194E-04 
 1.720E-08 , 1.689E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.846E+00 , 4.473E-04 
 1.720E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.842E+00 , 4.125E-04 
 1.720E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.842E+00 , 4.117E-04 
 1.720E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.842E+00 , 4.098E-04 
 1.720E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.842E+00 , 4.036E-04 
 1.721E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.841E+00 , 3.926E-04 
 1.721E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.838E+00 , 3.592E-04 
 1.723E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.831E+00 , 2.828E-04 
 1.724E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.826E+00 , 2.276E-04 
 1.726E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.820E+00 , 1.713E-04 
 1.728E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.816E+00 , 1.268E-04 
 1.731E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.812E+00 , 8.274E-05 
 1.734E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.808E+00 , 4.759E-05 
 1.738E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.805E+00 , 1.856E-05 
 1.743E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.802E+00 , 1.293E-06 
 1.749E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.801E+00 ,-5.448E-06 
 1.756E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-6.716E-06 
 1.764E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-5.462E-06 
 1.774E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-3.262E-06 
 1.789E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-1.260E-06 
 1.803E-08 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-4.818E-07 
 1.803E-08 , 5.625E-02 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-3.199E-07 
 1.803E-08 , 1.064E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-1.772E-07 
 1.804E-08 , 2.668E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.874E-07 
 1.805E-08 , 5.776E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 6.275E-07 
 1.806E-08 , 9.074E-01 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 9.746E-07 
 1.807E-08 , 1.254E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.446E-06 
 1.808E-08 , 1.590E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.757E-06 
 1.809E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.795E-06 
 1.809E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.770E-06 
 1.809E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.746E-06 
 1.809E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.673E-06 
 1.810E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.464E-06 
 1.811E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 9.605E-07 
 1.812E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 5.994E-07 
 1.814E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 2.358E-07 
 1.816E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-6.618E-08 
 1.820E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-4.052E-07 
 1.827E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-5.474E-07 
 1.847E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-3.014E-07 
 1.873E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.113E-08 
 1.898E-08 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 ,-3.267E-09 
 1.898E-08 , 1.800E+00 , 1.800E+00 , 5.625E-02 , 0.000E+00 , 1.806E+00 , 3.839E-05 
 1.898E-08 , 1.800E+00 , 1.800E+00 , 1.229E-01 , 0.000E+00 , 1.814E+00 , 8.341E-05 
 1.899E-08 , 1.800E+00 , 1.800E+00 , 3.360E-01 , 0.000E+00 , 1.838E+00 , 2.195E-04 
 1.900E-08 , 1.800E+00 , 1.800E+00 , 6.841E-01 , 0.000E+00 , 1.872E+00 , 4.059E-04 
 1.901E-08 , 1.800E+00 , 1.800E+00 , 7.877E-01 , 0.000E+00 , 1.880E+00 , 4.462E-04 
 1.901E-08 , 1.800E+00 , 1.800E+00 , 8.706E-01 , 0.000E+00 , 1.885E+00 , 4.670E-04 
 1.902E-08 , 1.800E+00 , 1.800E+00 , 1.136E+00 , 0.000E+00 , 1.886E+00 , 4.467E-04 
 1.903E-08 , 1.800E+00 , 1.800E+00 , 1.411E+00 , 0.000E+00 , 1.856E+00 , 2.424E-04 
 1.904E-08 , 1.800E+00 , 1.800E+00 , 1.681E+00 , 0.000E+00 , 1.791E+00 ,-1.564E-04 
 1.904E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 0.000E+00 , 1.753E+00 ,-3.778E-04 
 1.904E-08 , 1.789E+00 , 1.789E+00 , 1.800E+00 , 0.000E+00 , 1.749E+00 ,-4.056E-04 
 1.904E-08 , 1.781E+00 , 1.781E+00 , 1.800E+00 , 0.000E+00 , 1.745E+00 ,-4.283E-04 
 1.904E-08 , 1.753E+00 , 1.753E+00 , 1.800E+00 , 0.000E+00 , 1.732E+00 ,-5.008E-04 
 1.904E-08 , 1.665E+00 , 1.665E+00 , 1.800E+00 , 0.000E+00 , 1.693E+00 ,-7.297E-04 
 1.905E-08 , 1.382E+00 , 1.382E+00 , 1.800E+00 , 0.000E+00 , 1.569E+00 ,-1.429E-03 
 1.906E-08 , 1.082E+00 , 1.082E+00 , 1.800E+00 , 0.000E+00 , 1.444E+00 ,-2.096E-03 
 1.907E-08 , 7.803E-01 , 7.803E-01 , 1.800E+00 , 0.000E+00 , 1.340E+00 ,-2.619E-03 
 1.908E-08 , 5.137E-01 , 5.137E-01 , 1.800E+00 , 0.000E+00 , 1.276E+00 ,-2.901E-03 
 1.909E-08 , 2.306E-01 , 2.306E-01 , 1.800E+00 , 0.000E+00 , 1.237E+00 ,-3.005E-03 
 1.910E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.223E+00 ,-2.982E-03 
 1.910E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.223E+00 ,-2.975E-03 
 1.910E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.224E+00 ,-2.966E-03 
 1.910E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.225E+00 ,-2.938E-03 
 1.911E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.231E+00 ,-2.851E-03 
 1.912E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.259E+00 ,-2.529E-03 
 1.913E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.292E+00 ,-2.208E-03 
 1.914E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.338E+00 ,-1.806E-03 
 1.915E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.383E+00 ,-1.430E-03 
 1.917E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.438E+00 ,-9.954E-04 
 1.919E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.494E+00 ,-5.720E-04 
 1.921E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.552E+00 ,-1.793E-04 
 1.923E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.605E+00 , 1.459E-04 
 1.926E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.653E+00 , 3.970E-04 
 1.930E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.695E+00 , 5.575E-04 
 1.933E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.724E+00 , 6.192E-04 
 1.936E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.745E+00 , 6.237E-04 
 1.939E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.761E+00 , 5.902E-04 
 1.943E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.773E+00 , 5.305E-04 
 1.947E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.781E+00 , 4.580E-04 
 1.951E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.787E+00 , 3.781E-04 
 1.956E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.791E+00 , 2.993E-04 
 1.962E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.794E+00 , 2.252E-04 
 1.968E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.795E+00 , 1.605E-04 
 1.975E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.797E+00 , 1.067E-04 
 1.983E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.797E+00 , 6.525E-05 
 1.993E-08 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.798E+00 , 3.726E-05 
 1.993E-08 , 5.625E-02 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.799E+00 , 4.278E-05 
 1.993E-08 , 9.714E-02 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 4.711E-05 
 1.994E-08 , 2.280E-01 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.803E+00 , 6.387E-05 
 1.994E-08 , 4.723E-01 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.810E+00 , 1.029E-04 
 1.996E-08 , 7.919E-01 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.821E+00 , 1.619E-04 
 1.997E-08 , 1.091E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.833E+00 , 2.221E-04 
 1.997E-08 , 1.327E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.842E+00 , 2.649E-04 
 1.998E-08 , 1.604E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.846E+00 , 2.698E-04 
 1.999E-08 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.840E+00 , 2.243E-04 
 1.999E-08 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.839E+00 , 2.210E-04 
 1.999E-08 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.839E+00 , 2.164E-04 
 1.999E-08 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.836E+00 , 2.005E-04 
 1.999E-08 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.827E+00 , 1.406E-04 
 2.000E-08 , 1.800E+00 , 0.000E+00 , 1.800E+00 , 0.000E+00 , 1.808E+00 , 2.250E-05 
