#format table ## [Custom WaveView] saved 23:10:13 Tue Apr 23 2024
XVAL ,v(/a) ,v(/b) ,v(/c) ,v(/d) ,v(/f) ,v(/vdd!) 
 4.019E-08 , 7.790E-01 , 7.744E-01 , 7.763E-01 , 1.016E+00 , 1.800E+00 , 1.800E+00 
 4.020E-08 , 5.896E-01 , 5.857E-01 , 5.830E-01 , 1.210E+00 , 1.800E+00 , 1.800E+00 
 4.022E-08 , 4.165E-01 , 4.137E-01 , 4.081E-01 , 1.386E+00 , 1.801E+00 , 1.800E+00 
 4.024E-08 , 2.213E-01 , 2.199E-01 , 2.128E-01 , 1.583E+00 , 1.802E+00 , 1.800E+00 
 4.025E-08 , 4.157E-02 , 4.144E-02 , 3.347E-02 , 1.764E+00 , 1.802E+00 , 1.800E+00 
 4.026E-08 , 1.213E-02 , 1.431E-02 , 6.189E-03 , 1.791E+00 , 1.803E+00 , 1.800E+00 
 4.027E-08 , 1.518E-03 , 5.034E-03 ,-2.267E-03 , 1.801E+00 , 1.804E+00 , 1.800E+00 
 4.028E-08 , 1.984E-04 , 3.974E-03 ,-1.757E-03 , 1.802E+00 , 1.804E+00 , 1.800E+00 
 4.029E-08 , 9.579E-04 , 4.381E-03 , 6.639E-04 , 1.801E+00 , 1.805E+00 , 1.800E+00 
 4.031E-08 , 9.435E-04 , 4.109E-03 , 1.752E-03 , 1.801E+00 , 1.805E+00 , 1.800E+00 
 4.033E-08 , 5.977E-04 , 3.739E-03 , 2.409E-03 , 1.801E+00 , 1.805E+00 , 1.800E+00 
 4.036E-08 , 5.218E-04 , 3.770E-03 , 3.146E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 4.040E-08 , 7.375E-04 , 3.936E-03 , 6.911E-03 , 1.801E+00 , 1.784E+00 , 1.800E+00 
 4.044E-08 , 1.085E-03 , 4.073E-03 , 7.809E-03 , 1.802E+00 , 1.748E+00 , 1.800E+00 
 4.047E-08 , 1.101E-03 , 3.761E-03 , 7.080E-03 , 1.802E+00 , 1.713E+00 , 1.800E+00 
 4.050E-08 , 9.887E-04 , 3.347E-03 , 6.269E-03 , 1.802E+00 , 1.672E+00 , 1.800E+00 
 4.053E-08 , 8.791E-04 , 2.988E-03 , 5.346E-03 , 1.801E+00 , 1.623E+00 , 1.800E+00 
 4.057E-08 , 7.854E-04 , 2.588E-03 , 4.258E-03 , 1.801E+00 , 1.558E+00 , 1.800E+00 
 4.064E-08 , 6.126E-04 , 1.869E-03 , 2.801E-03 , 1.801E+00 , 1.439E+00 , 1.800E+00 
 4.071E-08 , 4.044E-04 , 1.168E-03 , 1.710E-03 , 1.800E+00 , 1.295E+00 , 1.800E+00 
 4.078E-08 , 2.511E-04 , 7.128E-04 , 1.048E-03 , 1.800E+00 , 1.150E+00 , 1.800E+00 
 4.087E-08 , 1.310E-04 , 3.659E-04 , 5.331E-04 , 1.800E+00 , 9.518E-01 , 1.800E+00 
 4.099E-08 , 6.135E-05 , 1.645E-04 , 2.321E-04 , 1.800E+00 , 7.073E-01 , 1.800E+00 
 4.112E-08 , 2.986E-05 , 7.573E-05 , 1.028E-04 , 1.800E+00 , 4.424E-01 , 1.800E+00 
 4.127E-08 , 2.397E-05 , 6.281E-05 , 8.327E-05 , 1.800E+00 , 2.240E-01 , 1.800E+00 
 4.142E-08 , 2.660E-05 , 7.208E-05 , 9.597E-05 , 1.800E+00 , 1.002E-01 , 1.800E+00 
 4.159E-08 , 2.150E-05 , 5.581E-05 , 7.553E-05 , 1.800E+00 , 2.911E-02 , 1.800E+00 
 4.176E-08 , 1.193E-05 , 2.827E-05 , 3.797E-05 , 1.800E+00 , 5.975E-03 , 1.800E+00 
 4.194E-08 , 5.468E-06 , 1.063E-05 , 1.310E-05 , 1.800E+00 , 9.273E-04 , 1.800E+00 
 4.214E-08 , 2.694E-06 , 3.460E-06 , 2.964E-06 , 1.800E+00 , 4.843E-04 , 1.800E+00 
 4.240E-08 , 2.466E-06 , 2.450E-06 , 1.776E-06 , 1.800E+00 , 6.482E-04 , 1.800E+00 
 4.283E-08 , 2.096E-06 , 3.064E-06 , 3.030E-06 , 1.800E+00 , 4.079E-04 , 1.800E+00 
 4.370E-08 , 1.610E-06 , 2.244E-06 , 2.124E-06 , 1.800E+00 ,-2.391E-05 , 1.800E+00 
 4.510E-08 , 8.219E-07 , 9.106E-07 , 6.510E-07 , 1.800E+00 ,-5.635E-05 , 1.800E+00 
 4.511E-08 , 6.537E-02 , 8.547E-04 , 2.034E-04 , 1.800E+00 ,-4.639E-05 , 1.800E+00 
 4.512E-08 , 1.484E-01 , 1.378E-03 , 3.976E-04 , 1.800E+00 ,-3.398E-05 , 1.800E+00 
 4.512E-08 , 2.493E-01 , 1.447E-03 , 5.474E-04 , 1.800E+00 ,-1.900E-05 , 1.800E+00 
 4.514E-08 , 4.079E-01 , 1.182E-03 , 6.584E-04 , 1.800E+00 , 3.932E-06 , 1.800E+00 
 4.515E-08 , 5.661E-01 , 1.023E-03 , 6.933E-04 , 1.800E+00 , 2.690E-05 , 1.800E+00 
 4.517E-08 , 7.905E-01 , 8.981E-04 , 6.109E-04 , 1.800E+00 , 5.572E-05 , 1.800E+00 
 4.518E-08 , 9.332E-01 , 7.349E-04 , 4.611E-04 , 1.800E+00 , 7.290E-05 , 1.800E+00 
 4.519E-08 , 1.077E+00 , 4.669E-04 , 2.248E-04 , 1.799E+00 , 8.799E-05 , 1.800E+00 
 4.521E-08 , 1.224E+00 ,-2.313E-04 ,-3.851E-04 , 1.798E+00 , 8.740E-05 , 1.800E+00 
 4.522E-08 , 1.404E+00 ,-2.188E-03 ,-2.125E-03 , 1.797E+00 , 2.516E-05 , 1.800E+00 
 4.523E-08 , 1.582E+00 ,-4.517E-03 ,-4.459E-03 , 1.797E+00 ,-1.237E-04 , 1.800E+00 
 4.525E-08 , 1.762E+00 ,-6.446E-03 ,-6.655E-03 , 1.797E+00 ,-3.513E-04 , 1.800E+00 
 4.526E-08 , 1.786E+00 ,-7.471E-03 ,-7.357E-03 , 1.797E+00 ,-4.588E-04 , 1.800E+00 
 4.526E-08 , 1.796E+00 ,-8.288E-03 ,-7.962E-03 , 1.797E+00 ,-5.689E-04 , 1.800E+00 
 4.527E-08 , 1.798E+00 ,-8.837E-03 ,-8.523E-03 , 1.797E+00 ,-7.044E-04 , 1.800E+00 
 4.528E-08 , 1.798E+00 ,-9.105E-03 ,-9.087E-03 , 1.797E+00 ,-9.182E-04 , 1.800E+00 
 4.529E-08 , 1.798E+00 ,-9.166E-03 ,-9.395E-03 , 1.798E+00 ,-1.125E-03 , 1.800E+00 
 4.531E-08 , 1.798E+00 ,-9.233E-03 ,-9.619E-03 , 1.798E+00 ,-1.416E-03 , 1.800E+00 
 4.533E-08 , 1.798E+00 ,-9.280E-03 ,-9.722E-03 , 1.798E+00 ,-1.776E-03 , 1.800E+00 
 4.535E-08 , 1.798E+00 ,-9.212E-03 ,-9.688E-03 , 1.798E+00 ,-2.220E-03 , 1.800E+00 
 4.540E-08 , 1.799E+00 ,-8.619E-03 ,-9.143E-03 , 1.798E+00 ,-2.678E-03 , 1.800E+00 
 4.545E-08 , 1.799E+00 ,-6.677E-03 ,-7.316E-03 , 1.798E+00 , 1.096E-03 , 1.800E+00 
 4.550E-08 , 1.799E+00 ,-4.976E-03 ,-5.636E-03 , 1.798E+00 , 1.546E-02 , 1.800E+00 
 4.554E-08 , 1.799E+00 ,-3.546E-03 ,-4.022E-03 , 1.798E+00 , 4.171E-02 , 1.800E+00 
 4.558E-08 , 1.799E+00 ,-2.401E-03 ,-2.702E-03 , 1.799E+00 , 7.618E-02 , 1.800E+00 
 4.563E-08 , 1.800E+00 ,-1.464E-03 ,-1.642E-03 , 1.799E+00 , 1.231E-01 , 1.800E+00 
 4.568E-08 , 1.800E+00 ,-7.991E-04 ,-8.903E-04 , 1.800E+00 , 1.849E-01 , 1.800E+00 
 4.574E-08 , 1.800E+00 ,-4.051E-04 ,-4.409E-04 , 1.800E+00 , 2.636E-01 , 1.800E+00 
 4.580E-08 , 1.800E+00 ,-2.304E-04 ,-2.430E-04 , 1.800E+00 , 3.469E-01 , 1.800E+00 
 4.587E-08 , 1.800E+00 ,-1.481E-04 ,-1.526E-04 , 1.800E+00 , 4.423E-01 , 1.800E+00 
 4.596E-08 , 1.800E+00 ,-1.036E-04 ,-1.057E-04 , 1.800E+00 , 5.634E-01 , 1.800E+00 
 4.609E-08 , 1.800E+00 ,-7.379E-05 ,-7.511E-05 , 1.800E+00 , 7.314E-01 , 1.800E+00 
 4.627E-08 , 1.800E+00 ,-5.102E-05 ,-5.191E-05 , 1.800E+00 , 9.707E-01 , 1.800E+00 
 4.651E-08 , 1.800E+00 ,-3.664E-05 ,-3.743E-05 , 1.800E+00 , 1.245E+00 , 1.800E+00 
 4.675E-08 , 1.800E+00 ,-2.607E-05 ,-2.633E-05 , 1.800E+00 , 1.458E+00 , 1.800E+00 
 4.695E-08 , 1.800E+00 ,-2.530E-05 ,-2.627E-05 , 1.800E+00 , 1.587E+00 , 1.800E+00 
 4.727E-08 , 1.800E+00 ,-2.247E-05 ,-2.376E-05 , 1.800E+00 , 1.708E+00 , 1.800E+00 
 4.754E-08 , 1.800E+00 ,-1.675E-05 ,-1.742E-05 , 1.800E+00 , 1.757E+00 , 1.800E+00 
 4.781E-08 , 1.800E+00 ,-1.259E-05 ,-1.283E-05 , 1.800E+00 , 1.781E+00 , 1.800E+00 
 4.816E-08 , 1.800E+00 ,-9.849E-06 ,-9.911E-06 , 1.800E+00 , 1.793E+00 , 1.800E+00 
 4.857E-08 , 1.800E+00 ,-8.432E-06 ,-8.472E-06 , 1.800E+00 , 1.798E+00 , 1.800E+00 
 4.910E-08 , 1.800E+00 ,-6.609E-06 ,-6.623E-06 , 1.800E+00 , 1.799E+00 , 1.800E+00 
 4.988E-08 , 1.800E+00 ,-5.312E-06 ,-5.319E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.010E-08 , 1.800E+00 ,-4.944E-06 ,-4.949E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.011E-08 , 1.733E+00 , 6.821E-02 , 1.491E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.012E-08 , 1.648E+00 , 1.536E-01 , 2.225E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.012E-08 , 1.538E+00 , 2.649E-01 , 2.069E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.014E-08 , 1.386E+00 , 4.170E-01 , 1.462E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.015E-08 , 1.213E+00 , 5.914E-01 , 1.125E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.017E-08 , 1.012E+00 , 7.971E-01 , 1.049E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.018E-08 , 8.586E-01 , 9.542E-01 , 1.038E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.020E-08 , 7.051E-01 , 1.112E+00 , 1.065E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.021E-08 , 5.611E-01 , 1.260E+00 , 1.111E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.022E-08 , 3.907E-01 , 1.434E+00 , 1.012E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.023E-08 , 2.342E-01 , 1.591E+00 , 6.393E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.024E-08 , 1.238E-01 , 1.699E+00 , 3.263E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.025E-08 , 5.237E-02 , 1.769E+00 , 1.692E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.025E-08 , 2.876E-02 , 1.789E+00 ,-8.175E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.026E-08 , 1.478E-02 , 1.799E+00 ,-1.684E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.026E-08 , 6.953E-03 , 1.802E+00 ,-2.289E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.027E-08 , 4.014E-03 , 1.801E+00 ,-2.283E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.028E-08 , 3.192E-03 , 1.801E+00 ,-1.957E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.029E-08 , 2.066E-03 , 1.800E+00 ,-1.644E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.031E-08 , 7.188E-04 , 1.800E+00 ,-1.271E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.033E-08 , 2.123E-04 , 1.800E+00 ,-9.490E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.036E-08 , 6.870E-05 , 1.800E+00 ,-6.597E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.040E-08 , 2.902E-05 , 1.800E+00 ,-3.877E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.045E-08 , 2.039E-05 , 1.800E+00 ,-1.902E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.053E-08 , 1.176E-05 , 1.800E+00 ,-7.932E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.070E-08 , 8.669E-07 , 1.800E+00 ,-5.661E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.094E-08 ,-9.463E-07 , 1.800E+00 ,-6.037E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.134E-08 , 2.289E-07 , 1.800E+00 ,-4.557E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.213E-08 , 1.776E-07 , 1.800E+00 ,-2.957E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.372E-08 , 7.501E-08 , 1.800E+00 ,-2.485E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.510E-08 ,-1.386E-08 , 1.800E+00 ,-2.076E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.511E-08 , 1.294E-01 , 1.801E+00 , 1.871E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.513E-08 , 2.835E-01 , 1.801E+00 , 2.742E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.514E-08 , 4.459E-01 , 1.801E+00 , 2.744E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.516E-08 , 6.669E-01 , 1.801E+00 , 2.748E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.518E-08 , 9.322E-01 , 1.801E+00 , 2.314E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.522E-08 , 1.357E+00 , 1.801E+00 , 6.972E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.524E-08 , 1.696E+00 , 1.801E+00 ,-4.806E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.525E-08 , 1.764E+00 , 1.801E+00 ,-5.880E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.525E-08 , 1.785E+00 , 1.801E+00 ,-2.167E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.526E-08 , 1.795E+00 , 1.800E+00 ,-3.611E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.526E-08 , 1.800E+00 , 1.800E+00 ,-4.701E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.527E-08 , 1.800E+00 , 1.800E+00 ,-4.702E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.528E-08 , 1.800E+00 , 1.800E+00 ,-4.007E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.529E-08 , 1.800E+00 , 1.800E+00 ,-3.075E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.531E-08 , 1.800E+00 , 1.800E+00 ,-1.921E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.536E-08 , 1.800E+00 , 1.800E+00 ,-8.710E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.544E-08 , 1.800E+00 , 1.800E+00 ,-3.043E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.560E-08 , 1.800E+00 , 1.800E+00 ,-3.225E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.588E-08 , 1.800E+00 , 1.800E+00 ,-3.529E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.640E-08 , 1.800E+00 , 1.800E+00 ,-1.951E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.744E-08 , 1.800E+00 , 1.800E+00 ,-1.751E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.944E-08 , 1.800E+00 , 1.800E+00 ,-1.369E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.010E-08 , 1.800E+00 , 1.800E+00 ,-1.299E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.011E-08 , 1.716E+00 , 1.715E+00 , 8.572E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.012E-08 , 1.614E+00 , 1.612E+00 , 1.894E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.013E-08 , 1.492E+00 , 1.490E+00 , 3.120E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 6.014E-08 , 1.328E+00 , 1.327E+00 , 4.758E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.016E-08 , 1.126E+00 , 1.123E+00 , 6.799E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 6.019E-08 , 7.548E-01 , 7.499E-01 , 1.055E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 6.021E-08 , 5.051E-01 , 5.008E-01 , 1.305E+00 , 1.801E+00 , 1.801E+00 , 1.800E+00 
 6.023E-08 , 2.554E-01 , 2.527E-01 , 1.556E+00 , 1.802E+00 , 1.801E+00 , 1.800E+00 
 6.025E-08 , 4.138E-02 , 4.024E-02 , 1.771E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.026E-08 , 1.613E-02 , 1.669E-02 , 1.793E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.026E-08 , 4.176E-03 , 6.130E-03 , 1.803E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.027E-08 , 4.737E-04 , 3.279E-03 , 1.805E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.028E-08 , 7.552E-04 , 3.732E-03 , 1.804E+00 , 1.802E+00 , 1.803E+00 , 1.800E+00 
 6.029E-08 , 9.986E-04 , 3.822E-03 , 1.804E+00 , 1.802E+00 , 1.803E+00 , 1.800E+00 
 6.030E-08 , 7.529E-04 , 3.518E-03 , 1.804E+00 , 1.802E+00 , 1.804E+00 , 1.800E+00 
 6.033E-08 , 5.063E-04 , 3.344E-03 , 1.804E+00 , 1.802E+00 , 1.805E+00 , 1.800E+00 
 6.039E-08 , 5.181E-04 , 3.505E-03 , 1.804E+00 , 1.802E+00 , 1.801E+00 , 1.800E+00 
 6.042E-08 , 6.475E-04 , 4.040E-03 , 1.804E+00 , 1.801E+00 , 1.787E+00 , 1.800E+00 
 6.046E-08 , 1.151E-03 , 5.234E-03 , 1.803E+00 , 1.801E+00 , 1.759E+00 , 1.800E+00 
 6.050E-08 , 1.585E-03 , 5.681E-03 , 1.802E+00 , 1.801E+00 , 1.712E+00 , 1.800E+00 
 6.054E-08 , 1.451E-03 , 4.508E-03 , 1.802E+00 , 1.800E+00 , 1.646E+00 , 1.800E+00 
 6.059E-08 , 9.573E-04 , 2.775E-03 , 1.801E+00 , 1.800E+00 , 1.553E+00 , 1.800E+00 
 6.066E-08 , 4.592E-04 , 1.327E-03 , 1.801E+00 , 1.800E+00 , 1.418E+00 , 1.800E+00 
 6.072E-08 , 2.160E-04 , 6.171E-04 , 1.800E+00 , 1.800E+00 , 1.274E+00 , 1.800E+00 
 6.080E-08 , 1.042E-04 , 2.790E-04 , 1.800E+00 , 1.800E+00 , 1.117E+00 , 1.800E+00 
 6.088E-08 , 4.941E-05 , 1.218E-04 , 1.800E+00 , 1.800E+00 , 9.295E-01 , 1.800E+00 
 6.099E-08 , 2.558E-05 , 6.034E-05 , 1.800E+00 , 1.800E+00 , 6.982E-01 , 1.800E+00 
 6.114E-08 , 1.883E-05 , 4.514E-05 , 1.800E+00 , 1.800E+00 , 4.118E-01 , 1.800E+00 
 6.128E-08 , 2.313E-05 , 6.233E-05 , 1.800E+00 , 1.800E+00 , 2.102E-01 , 1.800E+00 
 6.142E-08 , 2.712E-05 , 7.395E-05 , 1.800E+00 , 1.800E+00 , 9.723E-02 , 1.800E+00 
 6.158E-08 , 2.054E-05 , 5.298E-05 , 1.800E+00 , 1.800E+00 , 3.286E-02 , 1.800E+00 
 6.173E-08 , 1.043E-05 , 2.397E-05 , 1.800E+00 , 1.800E+00 , 9.133E-03 , 1.800E+00 
 6.190E-08 , 4.329E-06 , 7.546E-06 , 1.800E+00 , 1.800E+00 , 2.213E-03 , 1.800E+00 
 6.209E-08 , 2.287E-06 , 2.530E-06 , 1.800E+00 , 1.800E+00 , 7.319E-04 , 1.800E+00 
 6.235E-08 , 2.153E-06 , 2.753E-06 , 1.800E+00 , 1.800E+00 , 6.378E-04 , 1.800E+00 
 6.275E-08 , 1.948E-06 , 3.095E-06 , 1.800E+00 , 1.800E+00 , 4.624E-04 , 1.800E+00 
 6.338E-08 , 1.623E-06 , 1.876E-06 , 1.800E+00 , 1.800E+00 , 1.027E-04 , 1.800E+00 
 6.464E-08 , 9.738E-07 , 7.919E-07 , 1.800E+00 , 1.800E+00 ,-5.627E-05 , 1.800E+00 
 6.510E-08 , 7.352E-07 , 7.494E-07 , 1.800E+00 , 1.800E+00 ,-4.213E-05 , 1.800E+00 
 6.511E-08 , 8.158E-02 , 9.662E-04 , 1.800E+00 , 1.800E+00 ,-2.865E-05 , 1.800E+00 
 6.512E-08 , 1.836E-01 , 1.489E-03 , 1.800E+00 , 1.800E+00 ,-1.131E-05 , 1.800E+00 
 6.513E-08 , 3.046E-01 , 1.505E-03 , 1.800E+00 , 1.800E+00 , 1.016E-05 , 1.800E+00 
 6.514E-08 , 4.849E-01 , 1.265E-03 , 1.800E+00 , 1.800E+00 , 4.166E-05 , 1.800E+00 
 6.516E-08 , 6.822E-01 , 1.145E-03 , 1.800E+00 , 1.800E+00 , 7.412E-05 , 1.800E+00 
 6.517E-08 , 8.231E-01 , 1.058E-03 , 1.800E+00 , 1.800E+00 , 9.520E-05 , 1.800E+00 
 6.518E-08 , 9.646E-01 , 8.974E-04 , 1.800E+00 , 1.799E+00 , 1.163E-04 , 1.800E+00 
 6.520E-08 , 1.103E+00 , 6.199E-04 , 1.799E+00 , 1.799E+00 , 1.324E-04 , 1.800E+00 
 6.521E-08 , 1.273E+00 ,-7.939E-04 , 1.798E+00 , 1.798E+00 , 1.050E-04 , 1.800E+00 
 6.522E-08 , 1.443E+00 ,-4.062E-03 , 1.796E+00 , 1.798E+00 ,-4.353E-05 , 1.800E+00 
 6.524E-08 , 1.608E+00 ,-7.867E-03 , 1.795E+00 , 1.798E+00 ,-3.273E-04 , 1.800E+00 
 6.525E-08 , 1.762E+00 ,-1.106E-02 , 1.795E+00 , 1.798E+00 ,-6.995E-04 , 1.800E+00 
 6.526E-08 , 1.784E+00 ,-1.253E-02 , 1.795E+00 , 1.798E+00 ,-8.746E-04 , 1.800E+00 
 6.526E-08 , 1.794E+00 ,-1.380E-02 , 1.795E+00 , 1.798E+00 ,-1.054E-03 , 1.800E+00 
 6.527E-08 , 1.797E+00 ,-1.487E-02 , 1.795E+00 , 1.798E+00 ,-1.285E-03 , 1.800E+00 
 6.528E-08 , 1.797E+00 ,-1.570E-02 , 1.795E+00 , 1.799E+00 ,-1.685E-03 , 1.800E+00 
 6.529E-08 , 1.797E+00 ,-1.592E-02 , 1.795E+00 , 1.799E+00 ,-2.059E-03 , 1.800E+00 
 6.530E-08 , 1.797E+00 ,-1.575E-02 , 1.795E+00 , 1.799E+00 ,-2.592E-03 , 1.800E+00 
 6.532E-08 , 1.798E+00 ,-1.430E-02 , 1.795E+00 , 1.799E+00 ,-3.241E-03 , 1.800E+00 
 6.535E-08 , 1.798E+00 ,-1.116E-02 , 1.795E+00 , 1.799E+00 ,-2.035E-03 , 1.800E+00 
 6.538E-08 , 1.799E+00 ,-8.722E-03 , 1.795E+00 , 1.798E+00 , 2.661E-03 , 1.800E+00 
 6.540E-08 , 1.799E+00 ,-6.726E-03 , 1.795E+00 , 1.798E+00 , 1.212E-02 , 1.800E+00 
 6.543E-08 , 1.799E+00 ,-4.908E-03 , 1.796E+00 , 1.798E+00 , 2.964E-02 , 1.800E+00 
 6.546E-08 , 1.799E+00 ,-3.462E-03 , 1.797E+00 , 1.799E+00 , 5.440E-02 , 1.800E+00 
 6.549E-08 , 1.799E+00 ,-2.340E-03 , 1.798E+00 , 1.799E+00 , 8.542E-02 , 1.800E+00 
 6.553E-08 , 1.800E+00 ,-1.304E-03 , 1.799E+00 , 1.800E+00 , 1.350E-01 , 1.800E+00 
 6.557E-08 , 1.800E+00 ,-6.889E-04 , 1.800E+00 , 1.800E+00 , 1.947E-01 , 1.800E+00 
 6.562E-08 , 1.800E+00 ,-3.963E-04 , 1.800E+00 , 1.800E+00 , 2.573E-01 , 1.800E+00 
 6.568E-08 , 1.800E+00 ,-2.395E-04 , 1.800E+00 , 1.800E+00 , 3.344E-01 , 1.800E+00 
 6.575E-08 , 1.800E+00 ,-1.580E-04 , 1.800E+00 , 1.800E+00 , 4.308E-01 , 1.800E+00 
 6.584E-08 , 1.800E+00 ,-1.103E-04 , 1.800E+00 , 1.800E+00 , 5.594E-01 , 1.800E+00 
 6.598E-08 , 1.800E+00 ,-7.526E-05 , 1.800E+00 , 1.800E+00 , 7.486E-01 , 1.800E+00 
 6.621E-08 , 1.800E+00 ,-4.819E-05 , 1.800E+00 , 1.800E+00 , 1.034E+00 , 1.800E+00 
 6.636E-08 , 1.800E+00 ,-3.832E-05 , 1.800E+00 , 1.800E+00 , 1.212E+00 , 1.800E+00 
 6.652E-08 , 1.800E+00 ,-3.021E-05 , 1.800E+00 , 1.800E+00 , 1.365E+00 , 1.800E+00 
 6.675E-08 , 1.800E+00 ,-2.503E-05 , 1.800E+00 , 1.800E+00 , 1.538E+00 , 1.800E+00 
 6.707E-08 , 1.800E+00 ,-2.305E-05 , 1.800E+00 , 1.800E+00 , 1.686E+00 , 1.800E+00 
 6.737E-08 , 1.800E+00 ,-1.706E-05 , 1.800E+00 , 1.800E+00 , 1.752E+00 , 1.800E+00 
 6.768E-08 , 1.800E+00 ,-1.248E-05 , 1.800E+00 , 1.800E+00 , 1.781E+00 , 1.800E+00 
 6.801E-08 , 1.800E+00 ,-9.920E-06 , 1.800E+00 , 1.800E+00 , 1.793E+00 , 1.800E+00 
 6.841E-08 , 1.800E+00 ,-8.560E-06 , 1.800E+00 , 1.800E+00 , 1.798E+00 , 1.800E+00 
 6.893E-08 , 1.800E+00 ,-6.775E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 1.800E+00 
 6.968E-08 , 1.800E+00 ,-5.531E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 1.800E+00 
 7.010E-08 , 1.800E+00 ,-4.837E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.011E-08 , 1.733E+00 , 6.815E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.012E-08 , 1.649E+00 , 1.530E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.012E-08 , 1.543E+00 , 2.593E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
