#format table ## [Custom WaveView] saved 22:50:32 Tue Apr 23 2024
XVAL ,v(/a) ,v(/b) ,v(/c) ,v(/d) ,v(/f) ,v(/vdd!) 
 4.024E-08 , 1.476E-01 , 1.464E-01 , 1.381E-01 , 1.658E+00 , 1.802E+00 , 1.800E+00 
 4.025E-08 , 3.387E-02 , 3.332E-02 , 2.470E-02 , 1.773E+00 , 1.803E+00 , 1.800E+00 
 4.026E-08 , 1.172E-02 , 1.349E-02 , 4.701E-03 , 1.793E+00 , 1.803E+00 , 1.800E+00 
 4.026E-08 , 2.484E-03 , 5.866E-03 ,-2.392E-03 , 1.801E+00 , 1.803E+00 , 1.800E+00 
 4.027E-08 , 4.211E-04 , 4.430E-03 ,-2.456E-03 , 1.802E+00 , 1.804E+00 , 1.800E+00 
 4.028E-08 , 9.600E-04 , 4.651E-03 ,-7.720E-05 , 1.801E+00 , 1.805E+00 , 1.800E+00 
 4.029E-08 , 9.480E-04 , 4.287E-03 , 9.838E-04 , 1.801E+00 , 1.805E+00 , 1.800E+00 
 4.031E-08 , 5.990E-04 , 3.790E-03 , 1.735E-03 , 1.802E+00 , 1.805E+00 , 1.800E+00 
 4.033E-08 , 4.803E-04 , 3.708E-03 , 2.549E-03 , 1.801E+00 , 1.802E+00 , 1.800E+00 
 4.036E-08 , 6.799E-04 , 3.846E-03 , 6.752E-03 , 1.801E+00 , 1.789E+00 , 1.800E+00 
 4.040E-08 , 1.071E-03 , 4.178E-03 , 8.149E-03 , 1.802E+00 , 1.760E+00 , 1.800E+00 
 4.043E-08 , 1.129E-03 , 3.929E-03 , 7.438E-03 , 1.802E+00 , 1.728E+00 , 1.800E+00 
 4.046E-08 , 1.010E-03 , 3.459E-03 , 6.557E-03 , 1.802E+00 , 1.689E+00 , 1.800E+00 
 4.049E-08 , 8.852E-04 , 3.049E-03 , 5.536E-03 , 1.801E+00 , 1.642E+00 , 1.800E+00 
 4.052E-08 , 7.884E-04 , 2.640E-03 , 4.394E-03 , 1.801E+00 , 1.583E+00 , 1.800E+00 
 4.058E-08 , 6.288E-04 , 1.957E-03 , 2.953E-03 , 1.801E+00 , 1.480E+00 , 1.800E+00 
 4.065E-08 , 4.210E-04 , 1.237E-03 , 1.816E-03 , 1.800E+00 , 1.347E+00 , 1.800E+00 
 4.071E-08 , 2.651E-04 , 7.655E-04 , 1.130E-03 , 1.800E+00 , 1.214E+00 , 1.800E+00 
 4.079E-08 , 1.397E-04 , 3.990E-04 , 5.867E-04 , 1.800E+00 , 1.034E+00 , 1.800E+00 
 4.090E-08 , 6.403E-05 , 1.772E-04 , 2.544E-04 , 1.800E+00 , 8.064E-01 , 1.800E+00 
 4.103E-08 , 2.821E-05 , 7.405E-05 , 1.037E-04 , 1.800E+00 , 5.479E-01 , 1.800E+00 
 4.118E-08 , 1.593E-05 , 4.088E-05 , 5.614E-05 , 1.800E+00 , 2.906E-01 , 1.800E+00 
 4.132E-08 , 1.933E-05 , 5.356E-05 , 7.196E-05 , 1.800E+00 , 1.384E-01 , 1.800E+00 
 4.149E-08 , 1.877E-05 , 5.090E-05 , 6.958E-05 , 1.800E+00 , 4.742E-02 , 1.800E+00 
 4.165E-08 , 1.223E-05 , 3.040E-05 , 4.220E-05 , 1.800E+00 , 1.301E-02 , 1.800E+00 
 4.181E-08 , 5.698E-06 , 1.282E-05 , 1.760E-05 , 1.800E+00 , 2.895E-03 , 1.800E+00 
 4.199E-08 , 2.330E-06 , 3.675E-06 , 4.549E-06 , 1.800E+00 , 7.376E-04 , 1.800E+00 
 4.222E-08 , 1.339E-06 , 1.266E-06 , 1.151E-06 , 1.800E+00 , 6.293E-04 , 1.800E+00 
 4.256E-08 , 1.227E-06 , 1.473E-06 , 1.979E-06 , 1.800E+00 , 5.550E-04 , 1.800E+00 
 4.310E-08 , 1.043E-06 , 1.810E-06 , 2.190E-06 , 1.800E+00 , 1.839E-04 , 1.800E+00 
 4.420E-08 , 6.765E-07 , 7.748E-07 , 8.397E-07 , 1.800E+00 ,-6.735E-05 , 1.800E+00 
 4.510E-08 , 5.284E-07 , 5.504E-07 , 5.635E-07 , 1.800E+00 ,-3.858E-05 , 1.800E+00 
 4.511E-08 , 6.764E-02 , 7.707E-04 , 2.136E-04 , 1.800E+00 ,-3.035E-05 , 1.800E+00 
 4.512E-08 , 1.517E-01 , 1.141E-03 , 4.023E-04 , 1.800E+00 ,-2.011E-05 , 1.800E+00 
 4.512E-08 , 2.553E-01 , 1.064E-03 , 5.387E-04 , 1.800E+00 ,-7.201E-06 , 1.800E+00 
 4.514E-08 , 4.110E-01 , 7.550E-04 , 6.276E-04 , 1.800E+00 , 1.188E-05 , 1.800E+00 
 4.515E-08 , 5.882E-01 , 6.261E-04 , 6.435E-04 , 1.800E+00 , 3.221E-05 , 1.800E+00 
 4.516E-08 , 7.067E-01 , 5.812E-04 , 5.657E-04 , 1.800E+00 , 4.456E-05 , 1.800E+00 
 4.517E-08 , 8.189E-01 , 4.443E-04 , 3.733E-04 , 1.800E+00 , 5.624E-05 , 1.800E+00 
 4.518E-08 , 9.205E-01 , 2.360E-04 , 1.104E-04 , 1.799E+00 , 6.618E-05 , 1.800E+00 
 4.519E-08 , 1.038E+00 ,-1.501E-04 ,-3.599E-04 , 1.798E+00 , 7.263E-05 , 1.800E+00 
 4.520E-08 , 1.200E+00 ,-1.556E-03 ,-1.858E-03 , 1.797E+00 , 3.854E-05 , 1.800E+00 
 4.521E-08 , 1.330E+00 ,-3.539E-03 ,-3.664E-03 , 1.796E+00 ,-4.389E-05 , 1.800E+00 
 4.522E-08 , 1.461E+00 ,-5.577E-03 ,-5.518E-03 , 1.797E+00 ,-1.754E-04 , 1.800E+00 
 4.524E-08 , 1.635E+00 ,-7.410E-03 ,-7.397E-03 , 1.797E+00 ,-3.997E-04 , 1.800E+00 
 4.525E-08 , 1.771E+00 ,-8.234E-03 ,-8.339E-03 , 1.798E+00 ,-5.947E-04 , 1.800E+00 
 4.526E-08 , 1.791E+00 ,-8.979E-03 ,-8.763E-03 , 1.798E+00 ,-7.174E-04 , 1.800E+00 
 4.526E-08 , 1.798E+00 ,-9.432E-03 ,-9.091E-03 , 1.798E+00 ,-8.401E-04 , 1.800E+00 
 4.527E-08 , 1.799E+00 ,-9.574E-03 ,-9.344E-03 , 1.798E+00 ,-9.847E-04 , 1.800E+00 
 4.528E-08 , 1.798E+00 ,-9.516E-03 ,-9.538E-03 , 1.798E+00 ,-1.183E-03 , 1.800E+00 
 4.530E-08 , 1.798E+00 ,-9.460E-03 ,-9.651E-03 , 1.798E+00 ,-1.416E-03 , 1.800E+00 
 4.532E-08 , 1.798E+00 ,-9.415E-03 ,-9.686E-03 , 1.798E+00 ,-1.767E-03 , 1.800E+00 
 4.535E-08 , 1.799E+00 ,-9.143E-03 ,-9.449E-03 , 1.798E+00 ,-2.224E-03 , 1.800E+00 
 4.540E-08 , 1.799E+00 ,-7.511E-03 ,-7.879E-03 , 1.798E+00 ,-1.341E-03 , 1.800E+00 
 4.545E-08 , 1.799E+00 ,-5.299E-03 ,-5.752E-03 , 1.799E+00 , 7.982E-03 , 1.800E+00 
 4.549E-08 , 1.799E+00 ,-3.822E-03 ,-4.235E-03 , 1.799E+00 , 2.833E-02 , 1.800E+00 
 4.553E-08 , 1.799E+00 ,-2.682E-03 ,-2.988E-03 , 1.799E+00 , 5.661E-02 , 1.800E+00 
 4.557E-08 , 1.800E+00 ,-1.724E-03 ,-1.921E-03 , 1.799E+00 , 9.422E-02 , 1.800E+00 
 4.561E-08 , 1.800E+00 ,-9.963E-04 ,-1.105E-03 , 1.800E+00 , 1.439E-01 , 1.800E+00 
 4.566E-08 , 1.800E+00 ,-5.172E-04 ,-5.632E-04 , 1.800E+00 , 2.107E-01 , 1.800E+00 
 4.572E-08 , 1.800E+00 ,-2.906E-04 ,-3.085E-04 , 1.800E+00 , 2.842E-01 , 1.800E+00 
 4.577E-08 , 1.800E+00 ,-1.895E-04 ,-1.970E-04 , 1.800E+00 , 3.608E-01 , 1.800E+00 
 4.584E-08 , 1.800E+00 ,-1.336E-04 ,-1.372E-04 , 1.800E+00 , 4.532E-01 , 1.800E+00 
 4.594E-08 , 1.800E+00 ,-9.630E-05 ,-9.833E-05 , 1.800E+00 , 5.778E-01 , 1.800E+00 
 4.607E-08 , 1.800E+00 ,-6.755E-05 ,-6.877E-05 , 1.800E+00 , 7.575E-01 , 1.800E+00 
 4.630E-08 , 1.800E+00 ,-4.408E-05 ,-4.481E-05 , 1.800E+00 , 1.044E+00 , 1.800E+00 
 4.653E-08 , 1.800E+00 ,-3.210E-05 ,-3.262E-05 , 1.800E+00 , 1.296E+00 , 1.800E+00 
 4.676E-08 , 1.800E+00 ,-2.366E-05 ,-2.383E-05 , 1.800E+00 , 1.488E+00 , 1.800E+00 
 4.698E-08 , 1.800E+00 ,-2.320E-05 ,-2.403E-05 , 1.800E+00 , 1.616E+00 , 1.800E+00 
 4.729E-08 , 1.800E+00 ,-1.955E-05 ,-2.041E-05 , 1.800E+00 , 1.718E+00 , 1.800E+00 
 4.759E-08 , 1.800E+00 ,-1.426E-05 ,-1.464E-05 , 1.800E+00 , 1.766E+00 , 1.800E+00 
 4.788E-08 , 1.800E+00 ,-1.106E-05 ,-1.119E-05 , 1.800E+00 , 1.786E+00 , 1.800E+00 
 4.823E-08 , 1.800E+00 ,-9.474E-06 ,-9.088E-06 , 1.800E+00 , 1.795E+00 , 1.800E+00 
 4.866E-08 , 1.800E+00 ,-7.520E-06 ,-7.828E-06 , 1.800E+00 , 1.798E+00 , 1.800E+00 
 4.924E-08 , 1.800E+00 ,-6.377E-06 ,-6.124E-06 , 1.800E+00 , 1.799E+00 , 1.800E+00 
 5.001E-08 , 1.800E+00 ,-4.860E-06 ,-5.177E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.800E+00 ,-3.619E-06 ,-3.624E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.744E+00 , 6.134E-02 , 5.222E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.705E+00 , 1.047E-01 , 8.813E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.628E+00 , 1.896E-01 , 1.537E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.486E+00 , 3.492E-01 , 2.600E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.345E+00 , 5.071E-01 , 3.460E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.233E+00 , 6.343E-01 , 4.039E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.102E+00 , 7.895E-01 , 4.611E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 9.701E-01 , 9.495E-01 , 5.014E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 8.598E-01 , 1.084E+00 , 5.166E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 7.382E-01 , 1.229E+00 , 5.098E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 6.127E-01 , 1.367E+00 , 4.763E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 4.823E-01 , 1.498E+00 , 4.132E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 3.716E-01 , 1.597E+00 , 3.357E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 2.821E-01 , 1.668E+00 , 2.555E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 2.086E-01 , 1.719E+00 , 1.781E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.491E-01 , 1.756E+00 , 1.086E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 5.128E-08 , 1.026E-01 , 1.781E+00 , 5.134E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.129E-08 , 6.827E-02 , 1.797E+00 , 8.955E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.129E-08 , 4.459E-02 , 1.806E+00 ,-1.834E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.129E-08 , 3.024E-02 , 1.809E+00 ,-3.220E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.129E-08 , 2.212E-02 , 1.810E+00 ,-3.729E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.130E-08 , 1.780E-02 , 1.810E+00 ,-3.761E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.130E-08 , 1.554E-02 , 1.808E+00 ,-3.570E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.130E-08 , 1.364E-02 , 1.806E+00 ,-3.258E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.131E-08 , 1.055E-02 , 1.804E+00 ,-2.831E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.132E-08 , 7.713E-03 , 1.803E+00 ,-2.492E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.133E-08 , 5.290E-03 , 1.802E+00 ,-2.172E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.134E-08 , 3.274E-03 , 1.801E+00 ,-1.832E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.135E-08 , 1.788E-03 , 1.801E+00 ,-1.483E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.137E-08 , 8.415E-04 , 1.800E+00 ,-1.150E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.138E-08 , 3.304E-04 , 1.800E+00 ,-8.485E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.141E-08 , 1.007E-04 , 1.800E+00 ,-5.838E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.144E-08 , 2.760E-05 , 1.800E+00 ,-3.615E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.149E-08 , 2.112E-05 , 1.800E+00 ,-1.657E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.155E-08 , 1.606E-05 , 1.800E+00 ,-7.200E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.167E-08 , 3.027E-06 , 1.800E+00 ,-4.349E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.187E-08 ,-1.469E-06 , 1.800E+00 ,-4.786E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.221E-08 , 1.133E-07 , 1.800E+00 ,-4.076E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.287E-08 , 6.621E-08 , 1.800E+00 ,-2.656E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.419E-08 ,-2.792E-08 , 1.800E+00 ,-2.264E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.510E-08 ,-2.120E-08 , 1.800E+00 ,-1.996E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.511E-08 , 8.451E-02 , 1.800E+00 , 1.334E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.512E-08 , 1.872E-01 , 1.801E+00 , 1.911E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.513E-08 , 3.083E-01 , 1.800E+00 , 1.787E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.514E-08 , 4.955E-01 , 1.800E+00 , 1.598E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.516E-08 , 6.866E-01 , 1.800E+00 , 1.958E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.519E-08 , 1.028E+00 , 1.801E+00 , 1.252E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.522E-08 , 1.416E+00 , 1.801E+00 ,-2.675E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.525E-08 , 1.773E+00 , 1.801E+00 ,-5.859E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.526E-08 , 1.793E+00 , 1.800E+00 ,-2.891E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.526E-08 , 1.798E+00 , 1.800E+00 ,-3.404E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.527E-08 , 1.800E+00 , 1.800E+00 ,-3.236E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.528E-08 , 1.800E+00 , 1.800E+00 ,-2.371E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.530E-08 , 1.800E+00 , 1.800E+00 ,-1.555E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.533E-08 , 1.800E+00 , 1.800E+00 ,-9.492E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.538E-08 , 1.800E+00 , 1.800E+00 ,-4.106E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.548E-08 , 1.800E+00 , 1.800E+00 ,-2.389E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.568E-08 , 1.800E+00 , 1.800E+00 ,-3.175E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.603E-08 , 1.800E+00 , 1.800E+00 ,-2.641E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.675E-08 , 1.800E+00 , 1.800E+00 ,-1.573E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 5.819E-08 , 1.800E+00 , 1.800E+00 ,-1.440E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.010E-08 , 1.800E+00 , 1.800E+00 ,-1.262E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.011E-08 , 1.713E+00 , 1.712E+00 , 8.932E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.012E-08 , 1.610E+00 , 1.608E+00 , 1.935E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.013E-08 , 1.487E+00 , 1.485E+00 , 3.169E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.014E-08 , 1.315E+00 , 1.313E+00 , 4.896E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.016E-08 , 1.102E+00 , 1.098E+00 , 7.051E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 6.019E-08 , 8.109E-01 , 8.053E-01 , 9.990E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 6.021E-08 , 5.732E-01 , 5.679E-01 , 1.238E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 
 6.022E-08 , 3.351E-01 , 3.313E-01 , 1.477E+00 , 1.802E+00 , 1.801E+00 , 1.800E+00 
 6.024E-08 , 1.299E-01 , 1.277E-01 , 1.683E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.025E-08 , 3.372E-02 , 3.222E-02 , 1.780E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.026E-08 , 1.199E-02 , 1.268E-02 , 1.797E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.026E-08 , 2.632E-03 , 4.952E-03 , 1.804E+00 , 1.802E+00 , 1.802E+00 , 1.800E+00 
 6.027E-08 , 3.232E-04 , 3.463E-03 , 1.805E+00 , 1.802E+00 , 1.803E+00 , 1.800E+00 
 6.028E-08 , 8.474E-04 , 3.944E-03 , 1.804E+00 , 1.802E+00 , 1.803E+00 , 1.800E+00 
 6.029E-08 , 9.016E-04 , 3.791E-03 , 1.804E+00 , 1.802E+00 , 1.804E+00 , 1.800E+00 
 6.030E-08 , 6.035E-04 , 3.458E-03 , 1.804E+00 , 1.802E+00 , 1.804E+00 , 1.800E+00 
 6.034E-08 , 4.488E-04 , 3.369E-03 , 1.804E+00 , 1.802E+00 , 1.805E+00 , 1.800E+00 
 6.037E-08 , 5.022E-04 , 3.567E-03 , 1.804E+00 , 1.802E+00 , 1.799E+00 , 1.800E+00 
 6.040E-08 , 7.909E-04 , 4.361E-03 , 1.803E+00 , 1.801E+00 , 1.783E+00 , 1.800E+00 
 6.043E-08 , 1.394E-03 , 5.695E-03 , 1.802E+00 , 1.801E+00 , 1.752E+00 , 1.800E+00 
 6.047E-08 , 1.618E-03 , 5.421E-03 , 1.802E+00 , 1.800E+00 , 1.699E+00 , 1.800E+00 
 6.051E-08 , 1.296E-03 , 3.932E-03 , 1.801E+00 , 1.800E+00 , 1.634E+00 , 1.800E+00 
 6.056E-08 , 7.925E-04 , 2.328E-03 , 1.801E+00 , 1.800E+00 , 1.542E+00 , 1.800E+00 
 6.062E-08 , 4.021E-04 , 1.177E-03 , 1.800E+00 , 1.800E+00 , 1.421E+00 , 1.800E+00 
 6.068E-08 , 2.011E-04 , 5.705E-04 , 1.800E+00 , 1.800E+00 , 1.289E+00 , 1.800E+00 
 6.075E-08 , 9.544E-05 , 2.559E-04 , 1.800E+00 , 1.800E+00 , 1.138E+00 , 1.800E+00 
 6.083E-08 , 4.095E-05 , 1.039E-04 , 1.800E+00 , 1.800E+00 , 9.541E-01 , 1.800E+00 
 6.094E-08 , 1.898E-05 , 4.607E-05 , 1.800E+00 , 1.800E+00 , 7.227E-01 , 1.800E+00 
 6.108E-08 , 1.331E-05 , 3.188E-05 , 1.800E+00 , 1.800E+00 , 4.381E-01 , 1.800E+00 
 6.123E-08 , 1.635E-05 , 4.365E-05 , 1.800E+00 , 1.800E+00 , 2.237E-01 , 1.800E+00 
 6.137E-08 , 2.065E-05 , 5.761E-05 , 1.800E+00 , 1.800E+00 , 1.053E-01 , 1.800E+00 
 6.153E-08 , 1.629E-05 , 4.319E-05 , 1.800E+00 , 1.800E+00 , 3.543E-02 , 1.800E+00 
 6.169E-08 , 7.989E-06 , 1.899E-05 , 1.800E+00 , 1.800E+00 , 9.649E-03 , 1.800E+00 
 6.185E-08 , 2.795E-06 , 4.784E-06 , 1.800E+00 , 1.800E+00 , 2.128E-03 , 1.800E+00 
 6.205E-08 , 1.297E-06 , 1.044E-06 , 1.800E+00 , 1.800E+00 , 6.952E-04 , 1.800E+00 
 6.229E-08 , 1.224E-06 , 1.436E-06 , 1.800E+00 , 1.800E+00 , 6.236E-04 , 1.800E+00 
 6.268E-08 , 1.112E-06 , 2.038E-06 , 1.800E+00 , 1.800E+00 , 4.621E-04 , 1.800E+00 
 6.329E-08 , 9.326E-07 , 1.503E-06 , 1.800E+00 , 1.800E+00 , 1.046E-04 , 1.800E+00 
 6.452E-08 , 6.114E-07 , 4.342E-07 , 1.800E+00 , 1.800E+00 ,-5.854E-05 , 1.800E+00 
 6.510E-08 , 4.594E-07 , 4.146E-07 , 1.800E+00 , 1.800E+00 ,-4.022E-05 , 1.800E+00 
 6.511E-08 , 6.767E-02 , 8.091E-04 , 1.800E+00 , 1.800E+00 ,-3.058E-05 , 1.800E+00 
 6.512E-08 , 1.519E-01 , 1.217E-03 , 1.800E+00 , 1.800E+00 ,-1.826E-05 , 1.800E+00 
 6.512E-08 , 2.568E-01 , 1.173E-03 , 1.800E+00 , 1.800E+00 ,-2.273E-06 , 1.800E+00 
 6.514E-08 , 4.120E-01 , 8.971E-04 , 1.800E+00 , 1.800E+00 , 2.103E-05 , 1.800E+00 
 6.515E-08 , 5.894E-01 , 7.849E-04 , 1.800E+00 , 1.800E+00 , 4.780E-05 , 1.800E+00 
 6.516E-08 , 7.084E-01 , 7.458E-04 , 1.800E+00 , 1.800E+00 , 6.358E-05 , 1.800E+00 
 6.517E-08 , 8.196E-01 , 6.203E-04 , 1.800E+00 , 1.800E+00 , 7.830E-05 , 1.800E+00 
 6.518E-08 , 9.209E-01 , 4.279E-04 , 1.799E+00 , 1.799E+00 , 9.081E-05 , 1.800E+00 
 6.519E-08 , 1.040E+00 ,-2.300E-06 , 1.798E+00 , 1.798E+00 , 9.752E-05 , 1.800E+00 
 6.520E-08 , 1.159E+00 ,-1.329E-03 , 1.797E+00 , 1.797E+00 , 6.400E-05 , 1.800E+00 
 6.521E-08 , 1.278E+00 ,-3.852E-03 , 1.796E+00 , 1.798E+00 ,-3.722E-05 , 1.800E+00 
 6.522E-08 , 1.410E+00 ,-7.201E-03 , 1.796E+00 , 1.798E+00 ,-2.297E-04 , 1.800E+00 
 6.524E-08 , 1.603E+00 ,-1.128E-02 , 1.796E+00 , 1.798E+00 ,-6.274E-04 , 1.800E+00 
 6.525E-08 , 1.770E+00 ,-1.383E-02 , 1.796E+00 , 1.799E+00 ,-1.050E-03 , 1.800E+00 
 6.526E-08 , 1.790E+00 ,-1.501E-02 , 1.796E+00 , 1.799E+00 ,-1.252E-03 , 1.800E+00 
 6.526E-08 , 1.797E+00 ,-1.584E-02 , 1.796E+00 , 1.799E+00 ,-1.457E-03 , 1.800E+00 
 6.527E-08 , 1.798E+00 ,-1.628E-02 , 1.796E+00 , 1.799E+00 ,-1.711E-03 , 1.800E+00 
 6.528E-08 , 1.797E+00 ,-1.622E-02 , 1.796E+00 , 1.799E+00 ,-2.086E-03 , 1.800E+00 
 6.529E-08 , 1.797E+00 ,-1.559E-02 , 1.796E+00 , 1.799E+00 ,-2.511E-03 , 1.800E+00 
 6.531E-08 , 1.798E+00 ,-1.348E-02 , 1.796E+00 , 1.799E+00 ,-2.882E-03 , 1.800E+00 
 6.534E-08 , 1.799E+00 ,-1.008E-02 , 1.796E+00 , 1.799E+00 ,-7.700E-04 , 1.800E+00 
 6.536E-08 , 1.799E+00 ,-7.927E-03 , 1.796E+00 , 1.798E+00 , 4.313E-03 , 1.800E+00 
 6.538E-08 , 1.799E+00 ,-6.246E-03 , 1.796E+00 , 1.798E+00 , 1.338E-02 , 1.800E+00 
 6.541E-08 , 1.799E+00 ,-4.496E-03 , 1.796E+00 , 1.798E+00 , 3.127E-02 , 1.800E+00 
 6.543E-08 , 1.799E+00 ,-3.166E-03 , 1.798E+00 , 1.799E+00 , 5.385E-02 , 1.800E+00 
 6.546E-08 , 1.799E+00 ,-2.104E-03 , 1.798E+00 , 1.799E+00 , 8.254E-02 , 1.800E+00 
 6.549E-08 , 1.800E+00 ,-1.168E-03 , 1.799E+00 , 1.800E+00 , 1.278E-01 , 1.800E+00 
 6.553E-08 , 1.800E+00 ,-6.638E-04 , 1.800E+00 , 1.800E+00 , 1.779E-01 , 1.800E+00 
 6.557E-08 , 1.800E+00 ,-4.071E-04 , 1.800E+00 , 1.800E+00 , 2.319E-01 , 1.800E+00 
 6.562E-08 , 1.800E+00 ,-2.651E-04 , 1.800E+00 , 1.800E+00 , 2.961E-01 , 1.800E+00 
 6.568E-08 , 1.800E+00 ,-1.826E-04 , 1.800E+00 , 1.800E+00 , 3.768E-01 , 1.800E+00 
 6.576E-08 , 1.800E+00 ,-1.287E-04 , 1.800E+00 , 1.800E+00 , 4.858E-01 , 1.800E+00 
 6.588E-08 , 1.800E+00 ,-8.831E-05 , 1.800E+00 , 1.800E+00 , 6.434E-01 , 1.800E+00 
 6.607E-08 , 1.800E+00 ,-5.529E-05 , 1.800E+00 , 1.800E+00 , 9.030E-01 , 1.800E+00 
 6.636E-08 , 1.800E+00 ,-3.536E-05 , 1.800E+00 , 1.800E+00 , 1.238E+00 , 1.800E+00 
 6.654E-08 , 1.800E+00 ,-2.701E-05 , 1.800E+00 , 1.800E+00 , 1.406E+00 , 1.800E+00 
 6.672E-08 , 1.800E+00 ,-2.389E-05 , 1.800E+00 , 1.800E+00 , 1.535E+00 , 1.800E+00 
 6.699E-08 , 1.800E+00 ,-2.179E-05 , 1.800E+00 , 1.800E+00 , 1.664E+00 , 1.800E+00 
