#format table ## [Custom WaveView] saved 22:50:32 Tue Apr 23 2024
XVAL ,v(/a) ,v(/b) ,v(/c) ,v(/d) ,v(/f) ,v(/vdd!) 
 6.727E-08 , 1.800E+00 ,-1.741E-05 , 1.800E+00 , 1.800E+00 , 1.737E+00 , 1.800E+00 
 6.755E-08 , 1.800E+00 ,-1.303E-05 , 1.800E+00 , 1.800E+00 , 1.772E+00 , 1.800E+00 
 6.788E-08 , 1.800E+00 ,-1.040E-05 , 1.800E+00 , 1.800E+00 , 1.789E+00 , 1.800E+00 
 6.825E-08 , 1.800E+00 ,-8.934E-06 , 1.800E+00 , 1.800E+00 , 1.796E+00 , 1.800E+00 
 6.872E-08 , 1.800E+00 ,-7.089E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 1.800E+00 
 6.937E-08 , 1.800E+00 ,-5.957E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 , 1.800E+00 
 7.010E-08 , 1.800E+00 ,-4.683E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.011E-08 , 1.712E+00 , 8.939E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.012E-08 , 1.609E+00 , 1.942E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.013E-08 , 1.481E+00 , 3.219E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.014E-08 , 1.310E+00 , 4.943E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.016E-08 , 1.097E+00 , 7.106E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.018E-08 , 8.624E-01 , 9.512E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.019E-08 , 7.178E-01 , 1.100E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.021E-08 , 5.727E-01 , 1.249E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.022E-08 , 4.171E-01 , 1.408E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.023E-08 , 2.406E-01 , 1.584E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.024E-08 , 1.156E-01 , 1.706E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.025E-08 , 4.250E-02 , 1.777E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.025E-08 , 2.119E-02 , 1.794E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.026E-08 , 9.751E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.026E-08 , 4.433E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.027E-08 , 3.013E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.028E-08 , 2.354E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.029E-08 , 1.310E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.031E-08 , 3.590E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.034E-08 , 9.630E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.036E-08 , 3.796E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.041E-08 , 2.323E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.046E-08 , 1.543E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.057E-08 , 4.517E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.078E-08 ,-1.264E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.117E-08 , 1.253E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.195E-08 , 4.301E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.351E-08 , 2.106E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.510E-08 ,-1.223E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.511E-08 , 1.340E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.513E-08 , 2.898E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.514E-08 , 4.584E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.516E-08 , 6.621E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.518E-08 , 9.546E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.522E-08 , 1.377E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.525E-08 , 1.773E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.526E-08 , 1.795E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.527E-08 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.528E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.530E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.532E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.536E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.543E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.558E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.586E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.643E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.757E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 8.957E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 9.500E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
