#format table ## [Custom WaveView] saved 15:31:06 Mon Apr 29 2024
XVAL ,v(/A) ,v(/B) ,v(/C) ,v(/D) ,v(/out) 
 4.024E-08 , 1.065E+00 , 1.060E+00 , 1.068E+00 , 7.430E-01 , 1.800E+00 
 4.026E-08 , 8.408E-01 , 8.326E-01 , 8.455E-01 , 9.731E-01 , 1.800E+00 
 4.027E-08 , 6.896E-01 , 6.808E-01 , 6.965E-01 , 1.128E+00 , 1.800E+00 
 4.027E-08 , 5.373E-01 , 5.290E-01 , 5.467E-01 , 1.283E+00 , 1.800E+00 
 4.028E-08 , 3.673E-01 , 3.604E-01 , 3.796E-01 , 1.455E+00 , 1.801E+00 
 4.029E-08 , 1.607E-01 , 1.556E-01 , 1.750E-01 , 1.661E+00 , 1.801E+00 
 4.030E-08 , 6.320E-02 , 5.903E-02 , 7.780E-02 , 1.756E+00 , 1.801E+00 
 4.030E-08 , 3.795E-02 , 3.546E-02 , 5.155E-02 , 1.779E+00 , 1.801E+00 
 4.031E-08 , 1.983E-02 , 1.932E-02 , 3.200E-02 , 1.794E+00 , 1.801E+00 
 4.031E-08 , 7.613E-03 , 9.367E-03 , 1.771E-02 , 1.802E+00 , 1.801E+00 
 4.032E-08 , 1.713E-03 , 5.465E-03 , 8.657E-03 , 1.804E+00 , 1.801E+00 
 4.032E-08 , 1.471E-03 , 5.381E-03 , 6.581E-03 , 1.802E+00 , 1.802E+00 
 4.033E-08 , 1.452E-03 , 5.078E-03 , 5.040E-03 , 1.801E+00 , 1.802E+00 
 4.034E-08 , 1.078E-03 , 4.404E-03 , 2.814E-03 , 1.801E+00 , 1.802E+00 
 4.035E-08 , 7.714E-04 , 4.086E-03 , 1.239E-03 , 1.800E+00 , 1.803E+00 
 4.037E-08 , 6.956E-04 , 4.043E-03 , 4.874E-04 , 1.800E+00 , 1.803E+00 
 4.039E-08 , 6.980E-04 , 4.029E-03 , 1.521E-04 , 1.800E+00 , 1.804E+00 
 4.042E-08 , 6.958E-04 , 3.982E-03 , 4.616E-05 , 1.800E+00 , 1.805E+00 
 4.046E-08 , 7.740E-04 , 4.081E-03 , 1.591E-05 , 1.800E+00 , 1.799E+00 
 4.050E-08 , 1.242E-03 , 4.937E-03 ,-5.204E-06 , 1.800E+00 , 1.782E+00 
 4.053E-08 , 1.742E-03 , 5.941E-03 ,-2.188E-05 , 1.800E+00 , 1.752E+00 
 4.058E-08 , 1.676E-03 , 5.101E-03 ,-1.763E-05 , 1.800E+00 , 1.696E+00 
 4.064E-08 , 1.137E-03 , 3.246E-03 ,-1.054E-05 , 1.800E+00 , 1.622E+00 
 4.070E-08 , 5.944E-04 , 1.686E-03 ,-5.742E-06 , 1.800E+00 , 1.526E+00 
 4.076E-08 , 2.783E-04 , 7.956E-04 ,-2.112E-06 , 1.800E+00 , 1.414E+00 
 4.083E-08 , 1.305E-04 , 3.659E-04 , 1.635E-07 , 1.800E+00 , 1.293E+00 
 4.091E-08 , 5.913E-05 , 1.617E-04 , 2.772E-06 , 1.800E+00 , 1.152E+00 
 4.101E-08 , 3.275E-05 , 9.239E-05 , 1.074E-05 , 1.800E+00 , 9.767E-01 
 4.114E-08 , 3.823E-05 , 1.104E-04 , 1.385E-05 , 1.800E+00 , 7.398E-01 
 4.124E-08 , 2.479E-05 , 6.806E-05 , 2.137E-06 , 1.800E+00 , 5.645E-01 
 4.138E-08 , 6.261E-06 , 1.605E-05 , 7.325E-07 , 1.800E+00 , 3.542E-01 
 4.151E-08 , 4.935E-06 , 1.477E-05 , 2.800E-06 , 1.800E+00 , 2.104E-01 
 4.167E-08 , 8.787E-06 , 2.531E-05 , 2.342E-06 , 1.800E+00 , 9.946E-02 
 4.185E-08 , 7.388E-06 , 2.042E-05 , 1.818E-06 , 1.800E+00 , 3.637E-02 
 4.203E-08 , 3.319E-06 , 9.016E-06 , 1.294E-06 , 1.800E+00 , 1.157E-02 
 4.222E-08 , 6.018E-07 , 1.643E-06 , 7.067E-07 , 1.800E+00 , 3.021E-03 
 4.246E-08 ,-1.053E-07 ,-2.600E-07 , 2.463E-08 , 1.800E+00 , 1.007E-03 
 4.276E-08 ,-6.998E-08 , 2.995E-08 , 1.039E-07 , 1.800E+00 , 7.471E-04 
 4.322E-08 ,-1.654E-08 , 4.687E-07 , 2.239E-07 , 1.800E+00 , 5.616E-04 
 4.391E-08 , 6.427E-08 , 2.933E-07 , 4.053E-07 , 1.800E+00 , 2.073E-04 
 4.520E-08 ,-1.334E-08 ,-3.505E-08 , 7.449E-07 , 1.800E+00 , 1.365E-05 
 4.521E-08 , 7.537E-02 , 1.216E-03 , 7.466E-07 , 1.800E+00 , 2.264E-05 
 4.521E-08 , 1.736E-01 , 2.076E-03 , 1.048E-06 , 1.800E+00 , 3.437E-05 
 4.522E-08 , 2.852E-01 , 2.313E-03 , 1.348E-06 , 1.800E+00 , 4.816E-05 
 4.523E-08 , 4.742E-01 , 2.024E-03 , 7.643E-07 , 1.800E+00 , 7.057E-05 
 4.524E-08 , 6.494E-01 , 1.616E-03 , 2.241E-07 , 1.800E+00 , 8.781E-05 
 4.525E-08 , 8.603E-01 , 3.319E-04 ,-2.396E-06 , 1.800E+00 , 8.059E-05 
 4.527E-08 , 1.131E+00 ,-3.098E-03 ,-6.407E-06 , 1.800E+00 ,-6.675E-06 
 4.528E-08 , 1.405E+00 ,-9.346E-03 ,-1.042E-05 , 1.800E+00 ,-2.057E-04 
 4.530E-08 , 1.657E+00 ,-1.530E-02 ,-1.152E-05 , 1.800E+00 ,-4.940E-04 
 4.530E-08 , 1.743E+00 ,-1.717E-02 ,-1.191E-05 , 1.800E+00 ,-6.159E-04 
 4.530E-08 , 1.768E+00 ,-1.852E-02 ,-1.213E-05 , 1.800E+00 ,-6.950E-04 
 4.531E-08 , 1.784E+00 ,-1.975E-02 ,-1.152E-05 , 1.800E+00 ,-7.740E-04 
 4.531E-08 , 1.793E+00 ,-2.092E-02 ,-1.072E-05 , 1.800E+00 ,-8.793E-04 
 4.532E-08 , 1.796E+00 ,-2.173E-02 ,-8.292E-06 , 1.800E+00 ,-1.053E-03 
 4.532E-08 , 1.795E+00 ,-2.170E-02 ,-5.674E-06 , 1.800E+00 ,-1.236E-03 
 4.533E-08 , 1.795E+00 ,-2.128E-02 ,-3.258E-06 , 1.800E+00 ,-1.437E-03 
 4.534E-08 , 1.796E+00 ,-1.970E-02 , 1.465E-06 , 1.800E+00 ,-1.812E-03 
 4.536E-08 , 1.797E+00 ,-1.641E-02 , 3.011E-05 , 1.800E+00 ,-2.176E-03 
 4.538E-08 , 1.797E+00 ,-1.357E-02 , 8.018E-05 , 1.800E+00 ,-2.273E-03 
 4.539E-08 , 1.798E+00 ,-1.098E-02 , 1.515E-04 , 1.801E+00 ,-2.095E-03 
 4.541E-08 , 1.798E+00 ,-9.088E-03 , 2.609E-04 , 1.801E+00 ,-1.483E-03 
 4.542E-08 , 1.798E+00 ,-7.618E-03 , 3.025E-04 , 1.801E+00 , 7.778E-04 
 4.544E-08 , 1.798E+00 ,-6.571E-03 , 1.273E-04 , 1.801E+00 , 6.249E-03 
 4.545E-08 , 1.798E+00 ,-5.792E-03 ,-1.051E-04 , 1.800E+00 , 1.398E-02 
 4.547E-08 , 1.799E+00 ,-5.000E-03 ,-2.303E-04 , 1.799E+00 , 2.344E-02 
 4.548E-08 , 1.799E+00 ,-3.828E-03 ,-2.144E-04 , 1.799E+00 , 3.874E-02 
 4.550E-08 , 1.799E+00 ,-2.734E-03 ,-1.220E-04 , 1.799E+00 , 5.588E-02 
 4.552E-08 , 1.799E+00 ,-1.849E-03 ,-5.241E-05 , 1.800E+00 , 7.482E-02 
 4.554E-08 , 1.800E+00 ,-1.101E-03 ,-1.711E-05 , 1.800E+00 , 1.004E-01 
 4.558E-08 , 1.800E+00 ,-5.411E-04 ,-7.755E-06 , 1.800E+00 , 1.390E-01 
 4.561E-08 , 1.800E+00 ,-2.938E-04 ,-5.691E-06 , 1.800E+00 , 1.813E-01 
 4.566E-08 , 1.800E+00 ,-1.870E-04 ,-3.328E-06 , 1.800E+00 , 2.301E-01 
 4.571E-08 , 1.800E+00 ,-1.362E-04 ,-2.879E-07 , 1.800E+00 , 2.929E-01 
 4.579E-08 , 1.800E+00 ,-1.035E-04 ,-2.495E-07 , 1.800E+00 , 3.878E-01 
 4.591E-08 , 1.800E+00 ,-7.589E-05 ,-1.965E-07 , 1.800E+00 , 5.185E-01 
 4.612E-08 , 1.800E+00 ,-4.752E-05 , 1.395E-07 , 1.800E+00 , 7.571E-01 
 4.637E-08 , 1.800E+00 ,-3.084E-05 , 5.257E-07 , 1.800E+00 , 1.021E+00 
 4.661E-08 , 1.800E+00 ,-2.017E-05 , 1.516E-06 , 1.800E+00 , 1.255E+00 
 4.683E-08 , 1.800E+00 ,-2.150E-05 ,-5.830E-09 , 1.800E+00 , 1.423E+00 
 4.707E-08 , 1.800E+00 ,-2.060E-05 ,-1.705E-06 , 1.800E+00 , 1.562E+00 
 4.736E-08 , 1.800E+00 ,-1.637E-05 ,-1.277E-06 , 1.800E+00 , 1.671E+00 
 4.778E-08 , 1.800E+00 ,-1.211E-05 ,-6.766E-07 , 1.800E+00 , 1.751E+00 
 4.813E-08 , 1.800E+00 ,-1.024E-05 ,-1.592E-07 , 1.800E+00 , 1.780E+00 
 4.849E-08 , 1.800E+00 ,-8.373E-06 ,-1.014E-07 , 1.800E+00 , 1.792E+00 
 4.895E-08 , 1.800E+00 ,-7.270E-06 ,-2.687E-08 , 1.800E+00 , 1.797E+00 
 4.955E-08 , 1.800E+00 ,-5.836E-06 , 7.011E-08 , 1.800E+00 , 1.799E+00 
 5.020E-08 , 1.800E+00 ,-4.960E-06 , 1.760E-07 , 1.800E+00 , 1.799E+00 
 5.021E-08 , 1.738E+00 , 6.386E-02 , 1.769E-07 , 1.800E+00 , 1.799E+00 
 5.021E-08 , 1.656E+00 , 1.468E-01 , 1.777E-07 , 1.800E+00 , 1.799E+00 
 5.022E-08 , 1.557E+00 , 2.470E-01 , 1.787E-07 , 1.800E+00 , 1.799E+00 
 5.023E-08 , 1.400E+00 , 4.050E-01 , 1.801E-07 , 1.800E+00 , 1.799E+00 
 5.023E-08 , 1.248E+00 , 5.582E-01 , 1.815E-07 , 1.800E+00 , 1.799E+00 
 5.024E-08 , 1.061E+00 , 7.494E-01 , 1.832E-07 , 1.800E+00 , 1.800E+00 
 5.025E-08 , 9.092E-01 , 9.070E-01 , 1.846E-07 , 1.800E+00 , 1.800E+00 
 5.026E-08 , 7.560E-01 , 1.066E+00 , 1.860E-07 , 1.800E+00 , 1.800E+00 
 5.027E-08 , 5.853E-01 , 1.243E+00 , 1.876E-07 , 1.800E+00 , 1.800E+00 
 5.028E-08 , 4.027E-01 , 1.431E+00 , 1.892E-07 , 1.800E+00 , 1.800E+00 
 5.029E-08 , 2.492E-01 , 1.586E+00 ,-6.796E-07 , 1.800E+00 , 1.800E+00 
 5.030E-08 , 1.414E-01 , 1.693E+00 ,-1.288E-06 , 1.800E+00 , 1.800E+00 
 5.030E-08 , 7.735E-02 , 1.756E+00 ,-1.647E-06 , 1.800E+00 , 1.800E+00 
 5.030E-08 , 4.991E-02 , 1.779E+00 ,-1.907E-06 , 1.800E+00 , 1.800E+00 
 5.031E-08 , 2.923E-02 , 1.795E+00 ,-2.200E-06 , 1.800E+00 , 1.800E+00 
 5.031E-08 , 1.557E-02 , 1.802E+00 ,-2.577E-06 , 1.800E+00 , 1.800E+00 
 5.032E-08 , 7.585E-03 , 1.803E+00 ,-1.312E-06 , 1.800E+00 , 1.800E+00 
 5.032E-08 , 5.829E-03 , 1.802E+00 ,-2.158E-07 , 1.800E+00 , 1.800E+00 
 5.033E-08 , 4.401E-03 , 1.801E+00 , 1.081E-06 , 1.800E+00 , 1.800E+00 
 5.034E-08 , 2.300E-03 , 1.801E+00 , 1.056E-06 , 1.800E+00 , 1.800E+00 
 5.036E-08 , 9.239E-04 , 1.800E+00 , 1.026E-06 , 1.800E+00 , 1.800E+00 
 5.037E-08 , 3.299E-04 , 1.800E+00 , 9.929E-07 , 1.800E+00 , 1.800E+00 
 5.040E-08 , 9.438E-05 , 1.800E+00 , 9.450E-07 , 1.800E+00 , 1.800E+00 
 5.043E-08 , 3.770E-05 , 1.800E+00 , 8.835E-07 , 1.800E+00 , 1.800E+00 
 5.047E-08 , 2.636E-05 , 1.800E+00 , 7.977E-07 , 1.800E+00 , 1.800E+00 
 5.055E-08 , 1.473E-05 , 1.800E+00 , 6.595E-07 , 1.800E+00 , 1.800E+00 
 5.067E-08 , 1.129E-06 , 1.800E+00 , 4.093E-07 , 1.800E+00 , 1.800E+00 
 5.089E-08 ,-1.101E-06 , 1.800E+00 ,-7.665E-09 , 1.800E+00 , 1.800E+00 
 5.132E-08 , 6.488E-07 , 1.800E+00 ,-7.318E-09 , 1.800E+00 , 1.800E+00 
 5.217E-08 , 4.146E-07 , 1.800E+00 ,-6.625E-09 , 1.800E+00 , 1.800E+00 
 5.389E-08 ,-5.383E-08 , 1.800E+00 ,-5.237E-09 , 1.800E+00 , 1.800E+00 
 5.520E-08 ,-3.354E-08 , 1.800E+00 ,-4.173E-09 , 1.800E+00 , 1.800E+00 
 5.521E-08 , 7.537E-02 , 1.801E+00 ,-4.167E-09 , 1.800E+00 , 1.800E+00 
 5.521E-08 , 1.736E-01 , 1.801E+00 ,-4.162E-09 , 1.800E+00 , 1.800E+00 
 5.522E-08 , 2.849E-01 , 1.801E+00 ,-4.157E-09 , 1.800E+00 , 1.800E+00 
 5.523E-08 , 4.722E-01 , 1.801E+00 ,-4.148E-09 , 1.800E+00 , 1.800E+00 
 5.524E-08 , 6.469E-01 , 1.801E+00 ,-4.141E-09 , 1.800E+00 , 1.800E+00 
 5.525E-08 , 8.597E-01 , 1.801E+00 ,-4.131E-09 , 1.800E+00 , 1.800E+00 
 5.528E-08 , 1.292E+00 , 1.802E+00 ,-4.112E-09 , 1.800E+00 , 1.800E+00 
 5.529E-08 , 1.589E+00 , 1.801E+00 ,-4.099E-09 , 1.800E+00 , 1.800E+00 
 5.530E-08 , 1.746E+00 , 1.801E+00 ,-4.092E-09 , 1.800E+00 , 1.800E+00 
 5.530E-08 , 1.775E+00 , 1.801E+00 ,-4.089E-09 , 1.800E+00 , 1.800E+00 
 5.531E-08 , 1.791E+00 , 1.800E+00 ,-4.086E-09 , 1.800E+00 , 1.800E+00 
 5.531E-08 , 1.799E+00 , 1.800E+00 ,-4.083E-09 , 1.800E+00 , 1.800E+00 
 5.532E-08 , 1.800E+00 , 1.800E+00 ,-4.077E-09 , 1.800E+00 , 1.800E+00 
 5.533E-08 , 1.800E+00 , 1.800E+00 ,-4.071E-09 , 1.800E+00 , 1.800E+00 
 5.533E-08 , 1.800E+00 , 1.800E+00 ,-4.064E-09 , 1.800E+00 , 1.800E+00 
 5.535E-08 , 1.800E+00 , 1.800E+00 ,-4.050E-09 , 1.800E+00 , 1.800E+00 
 5.539E-08 , 1.800E+00 , 1.800E+00 ,-4.022E-09 , 1.800E+00 , 1.800E+00 
 5.545E-08 , 1.800E+00 , 1.800E+00 ,-3.970E-09 , 1.800E+00 , 1.800E+00 
 5.556E-08 , 1.800E+00 , 1.800E+00 ,-3.882E-09 , 1.800E+00 , 1.800E+00 
 5.577E-08 , 1.800E+00 , 1.800E+00 ,-3.713E-09 , 1.800E+00 , 1.800E+00 
 5.618E-08 , 1.800E+00 , 1.800E+00 ,-3.375E-09 , 1.800E+00 , 1.800E+00 
 5.702E-08 , 1.800E+00 , 1.800E+00 ,-2.699E-09 , 1.800E+00 , 1.800E+00 
 6.020E-08 , 1.800E+00 , 1.800E+00 ,-1.232E-10 , 1.800E+00 , 1.800E+00 
 6.021E-08 , 1.722E+00 , 1.720E+00 , 7.304E-02 , 1.801E+00 , 1.800E+00 
 6.021E-08 , 1.622E+00 , 1.620E+00 , 1.684E-01 , 1.801E+00 , 1.800E+00 
 6.022E-08 , 1.510E+00 , 1.508E+00 , 2.774E-01 , 1.801E+00 , 1.800E+00 
 6.023E-08 , 1.338E+00 , 1.335E+00 , 4.494E-01 , 1.801E+00 , 1.800E+00 
 6.024E-08 , 1.170E+00 , 1.166E+00 , 6.189E-01 , 1.801E+00 , 1.800E+00 
 6.025E-08 , 9.615E-01 , 9.545E-01 , 8.314E-01 , 1.801E+00 , 1.800E+00 
 6.027E-08 , 5.464E-01 , 5.379E-01 , 1.256E+00 , 1.802E+00 , 1.800E+00 
 6.029E-08 , 2.765E-01 , 2.701E-01 , 1.531E+00 , 1.802E+00 , 1.800E+00 
 6.030E-08 , 6.325E-02 , 5.906E-02 , 1.746E+00 , 1.801E+00 , 1.800E+00 
 6.030E-08 , 3.183E-02 , 3.015E-02 , 1.775E+00 , 1.801E+00 , 1.801E+00 
 6.031E-08 , 1.340E-02 , 1.413E-02 , 1.792E+00 , 1.800E+00 , 1.801E+00 
 6.031E-08 , 4.180E-03 , 6.923E-03 , 1.799E+00 , 1.800E+00 , 1.801E+00 
 6.032E-08 , 1.264E-03 , 5.154E-03 , 1.800E+00 , 1.800E+00 , 1.801E+00 
 6.033E-08 , 1.445E-03 , 5.198E-03 , 1.800E+00 , 1.800E+00 , 1.801E+00 
 6.034E-08 , 1.325E-03 , 4.758E-03 , 1.800E+00 , 1.800E+00 , 1.802E+00 
 6.035E-08 , 8.422E-04 , 4.112E-03 , 1.800E+00 , 1.800E+00 , 1.803E+00 
 6.038E-08 , 6.576E-04 , 3.995E-03 , 1.800E+00 , 1.800E+00 , 1.804E+00 
 6.041E-08 , 6.966E-04 , 4.014E-03 , 1.800E+00 , 1.800E+00 , 1.805E+00 
 6.048E-08 , 9.797E-04 , 4.433E-03 , 1.800E+00 , 1.800E+00 , 1.789E+00 
 6.052E-08 , 1.579E-03 , 5.687E-03 , 1.800E+00 , 1.800E+00 , 1.762E+00 
 6.056E-08 , 1.779E-03 , 5.667E-03 , 1.800E+00 , 1.800E+00 , 1.720E+00 
 6.061E-08 , 1.456E-03 , 4.310E-03 , 1.800E+00 , 1.800E+00 , 1.666E+00 
 6.066E-08 , 8.579E-04 , 2.448E-03 , 1.800E+00 , 1.800E+00 , 1.579E+00 
 6.073E-08 , 4.091E-04 , 1.168E-03 , 1.800E+00 , 1.800E+00 , 1.469E+00 
 6.080E-08 , 2.011E-04 , 5.687E-04 , 1.800E+00 , 1.800E+00 , 1.359E+00 
 6.087E-08 , 9.015E-05 , 2.490E-04 , 1.800E+00 , 1.800E+00 , 1.226E+00 
 6.096E-08 , 4.061E-05 , 1.123E-04 , 1.800E+00 , 1.800E+00 , 1.064E+00 
 6.108E-08 , 3.617E-05 , 1.047E-04 , 1.800E+00 , 1.800E+00 , 8.551E-01 
 6.119E-08 , 3.186E-05 , 8.917E-05 , 1.800E+00 , 1.800E+00 , 6.554E-01 
 6.131E-08 , 1.422E-05 , 3.748E-05 , 1.800E+00 , 1.800E+00 , 4.586E-01 
 6.143E-08 , 4.727E-06 , 1.299E-05 , 1.800E+00 , 1.800E+00 , 2.959E-01 
 6.158E-08 , 7.184E-06 , 2.128E-05 , 1.800E+00 , 1.800E+00 , 1.534E-01 
 6.178E-08 , 8.927E-06 , 2.503E-05 , 1.800E+00 , 1.800E+00 , 5.105E-02 
 6.197E-08 , 5.160E-06 , 1.341E-05 , 1.800E+00 , 1.800E+00 , 1.565E-02 
 6.215E-08 , 1.393E-06 , 3.755E-06 , 1.800E+00 , 1.800E+00 , 4.228E-03 
 6.236E-08 ,-3.360E-08 ,-7.044E-08 , 1.800E+00 , 1.800E+00 , 1.191E-03 
 6.262E-08 ,-3.151E-08 ,-6.662E-08 , 1.800E+00 , 1.800E+00 , 7.720E-04 
 6.299E-08 ,-2.852E-08 ,-6.115E-08 , 1.800E+00 , 1.800E+00 , 6.632E-04 
 6.358E-08 ,-2.385E-08 ,-5.262E-08 , 1.800E+00 , 1.800E+00 , 3.199E-04 
 6.474E-08 ,-1.452E-08 ,-3.557E-08 , 1.800E+00 , 1.800E+00 , 1.682E-05 
 6.520E-08 ,-1.086E-08 ,-2.888E-08 , 1.800E+00 , 1.800E+00 , 1.792E-05 
 6.521E-08 , 7.544E-02 , 1.223E-03 , 1.800E+00 , 1.800E+00 , 2.680E-05 
 6.521E-08 , 1.742E-01 , 2.085E-03 , 1.800E+00 , 1.800E+00 , 3.843E-05 
 6.522E-08 , 2.880E-01 , 2.316E-03 , 1.800E+00 , 1.800E+00 , 5.228E-05 
 6.523E-08 , 4.704E-01 , 2.030E-03 , 1.800E+00 , 1.800E+00 , 7.361E-05 
 6.524E-08 , 6.441E-01 , 1.632E-03 , 1.800E+00 , 1.800E+00 , 9.073E-05 
 6.525E-08 , 8.608E-01 , 3.258E-04 , 1.800E+00 , 1.800E+00 , 8.359E-05 
 6.527E-08 , 1.128E+00 ,-3.054E-03 , 1.800E+00 , 1.800E+00 ,-1.484E-06 
 6.528E-08 , 1.399E+00 ,-9.213E-03 , 1.800E+00 , 1.800E+00 ,-1.944E-04 
 6.529E-08 , 1.650E+00 ,-1.515E-02 , 1.800E+00 , 1.800E+00 ,-4.761E-04 
 6.530E-08 , 1.743E+00 ,-1.717E-02 , 1.800E+00 , 1.800E+00 ,-6.056E-04 
 6.530E-08 , 1.769E+00 ,-1.854E-02 , 1.800E+00 , 1.800E+00 ,-6.855E-04 
 6.531E-08 , 1.784E+00 ,-1.979E-02 , 1.800E+00 , 1.800E+00 ,-7.654E-04 
 6.531E-08 , 1.793E+00 ,-2.095E-02 , 1.800E+00 , 1.800E+00 ,-8.710E-04 
 6.532E-08 , 1.796E+00 ,-2.173E-02 , 1.800E+00 , 1.800E+00 ,-1.044E-03 
 6.532E-08 , 1.795E+00 ,-2.169E-02 , 1.800E+00 , 1.800E+00 ,-1.228E-03 
 6.533E-08 , 1.795E+00 ,-2.125E-02 , 1.800E+00 , 1.800E+00 ,-1.430E-03 
 6.535E-08 , 1.796E+00 ,-1.954E-02 , 1.800E+00 , 1.800E+00 ,-1.817E-03 
 6.536E-08 , 1.797E+00 ,-1.626E-02 , 1.800E+00 , 1.800E+00 ,-2.171E-03 
 6.538E-08 , 1.797E+00 ,-1.351E-02 , 1.800E+00 , 1.800E+00 ,-2.273E-03 
 6.539E-08 , 1.798E+00 ,-1.100E-02 , 1.800E+00 , 1.800E+00 ,-2.131E-03 
 6.541E-08 , 1.798E+00 ,-9.148E-03 , 1.800E+00 , 1.801E+00 ,-1.582E-03 
 6.543E-08 , 1.798E+00 ,-7.471E-03 , 1.800E+00 , 1.801E+00 , 1.431E-03 
 6.544E-08 , 1.798E+00 ,-6.606E-03 , 1.800E+00 , 1.800E+00 , 6.519E-03 
 6.545E-08 , 1.798E+00 ,-5.820E-03 , 1.800E+00 , 1.800E+00 , 1.451E-02 
 6.547E-08 , 1.799E+00 ,-4.935E-03 , 1.800E+00 , 1.799E+00 , 2.529E-02 
 6.548E-08 , 1.799E+00 ,-3.766E-03 , 1.800E+00 , 1.799E+00 , 4.100E-02 
 6.550E-08 , 1.799E+00 ,-2.699E-03 , 1.800E+00 , 1.800E+00 , 5.837E-02 
 6.552E-08 , 1.799E+00 ,-1.829E-03 , 1.800E+00 , 1.800E+00 , 7.785E-02 
 6.554E-08 , 1.800E+00 ,-1.072E-03 , 1.800E+00 , 1.800E+00 , 1.051E-01 
 6.558E-08 , 1.800E+00 ,-5.396E-04 , 1.800E+00 , 1.800E+00 , 1.440E-01 
 6.561E-08 , 1.800E+00 ,-2.963E-04 , 1.800E+00 , 1.800E+00 , 1.868E-01 
 6.566E-08 , 1.800E+00 ,-1.868E-04 , 1.800E+00 , 1.800E+00 , 2.366E-01 
 6.571E-08 , 1.800E+00 ,-1.346E-04 , 1.800E+00 , 1.800E+00 , 3.009E-01 
 6.580E-08 , 1.800E+00 ,-1.022E-04 , 1.800E+00 , 1.800E+00 , 3.976E-01 
 6.591E-08 , 1.800E+00 ,-7.520E-05 , 1.800E+00 , 1.800E+00 , 5.293E-01 
 6.613E-08 , 1.800E+00 ,-4.726E-05 , 1.800E+00 , 1.800E+00 , 7.674E-01 
 6.637E-08 , 1.800E+00 ,-3.038E-05 , 1.800E+00 , 1.800E+00 , 1.033E+00 
 6.662E-08 , 1.800E+00 ,-2.010E-05 , 1.800E+00 , 1.800E+00 , 1.267E+00 
 6.684E-08 , 1.800E+00 ,-2.168E-05 , 1.800E+00 , 1.800E+00 , 1.435E+00 
 6.707E-08 , 1.800E+00 ,-2.056E-05 , 1.800E+00 , 1.800E+00 , 1.568E+00 
 6.737E-08 , 1.800E+00 ,-1.625E-05 , 1.800E+00 , 1.800E+00 , 1.675E+00 
 6.773E-08 , 1.800E+00 ,-1.250E-05 , 1.800E+00 , 1.800E+00 , 1.745E+00 
 6.808E-08 , 1.800E+00 ,-1.055E-05 , 1.800E+00 , 1.800E+00 , 1.777E+00 
 6.847E-08 , 1.800E+00 ,-8.447E-06 , 1.800E+00 , 1.800E+00 , 1.791E+00 
 6.892E-08 , 1.800E+00 ,-7.334E-06 , 1.800E+00 , 1.800E+00 , 1.797E+00 
 6.950E-08 , 1.800E+00 ,-5.918E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.020E-08 , 1.800E+00 ,-4.946E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.021E-08 , 1.738E+00 , 6.387E-02 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.021E-08 , 1.656E+00 , 1.468E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.022E-08 , 1.557E+00 , 2.468E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.022E-08 , 1.403E+00 , 4.014E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.023E-08 , 1.239E+00 , 5.677E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.025E-08 , 1.026E+00 , 7.863E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.026E-08 , 8.108E-01 , 1.009E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.027E-08 , 6.428E-01 , 1.183E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.028E-08 , 4.741E-01 , 1.357E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.029E-08 , 2.578E-01 , 1.578E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 1.221E-01 , 1.712E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 7.738E-02 , 1.756E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 5.203E-02 , 1.778E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 3.342E-02 , 1.792E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.031E-08 , 1.858E-02 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.031E-08 , 9.322E-03 , 1.804E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.032E-08 , 6.659E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.033E-08 , 5.134E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.034E-08 , 3.145E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.035E-08 , 1.384E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.037E-08 , 5.213E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.039E-08 , 1.639E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.042E-08 , 5.164E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
