#format table ## [Custom WaveView] saved 15:31:06 Mon Apr 29 2024
XVAL ,v(/A) ,v(/B) ,v(/C) ,v(/D) ,v(/out) 
 7.045E-08 , 2.967E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.051E-08 , 2.124E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.061E-08 , 6.071E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.078E-08 ,-1.375E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.110E-08 , 6.246E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.174E-08 , 5.684E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.302E-08 ,-1.205E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.520E-08 ,-2.162E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.521E-08 , 1.185E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.522E-08 , 2.663E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.523E-08 , 4.148E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.524E-08 , 6.289E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.525E-08 , 8.668E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.527E-08 , 1.260E+00 , 1.802E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.529E-08 , 1.542E+00 , 1.802E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.530E-08 , 1.746E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.530E-08 , 1.776E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.531E-08 , 1.793E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.531E-08 , 1.799E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.532E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.533E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.534E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.536E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.539E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.546E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.558E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.581E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.628E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.722E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 8.260E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 8.610E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 9.500E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
