#format table ## [Custom WaveView] saved 15:29:31 Mon Apr 29 2024
XVAL ,v(/A) ,v(/B) ,v(/C) ,v(/D) ,v(/out) 
 3.531E-08 , 1.799E+00 , 1.800E+00 , 1.800E+00 ,-2.027E-06 , 1.800E+00 
 3.532E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-5.847E-07 , 1.800E+00 
 3.533E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 2.060E-07 , 1.800E+00 
 3.534E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.129E-07 , 1.800E+00 
 3.536E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.312E-06 , 1.800E+00 
 3.541E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.197E-06 , 1.800E+00 
 3.550E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.664E-07 , 1.800E+00 
 3.567E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-9.869E-07 , 1.800E+00 
 3.601E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.028E-06 , 1.800E+00 
 3.669E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.110E-06 , 1.800E+00 
 3.805E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.025E-06 , 1.800E+00 
 4.020E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-8.915E-07 , 1.800E+00 
 4.021E-08 , 1.735E+00 , 1.734E+00 , 1.735E+00 , 6.720E-02 , 1.800E+00 
 4.021E-08 , 1.653E+00 , 1.651E+00 , 1.653E+00 , 1.511E-01 , 1.800E+00 
 4.022E-08 , 1.554E+00 , 1.551E+00 , 1.553E+00 , 2.515E-01 , 1.800E+00 
 4.022E-08 , 1.403E+00 , 1.400E+00 , 1.402E+00 , 4.036E-01 , 1.800E+00 
 4.023E-08 , 1.235E+00 , 1.231E+00 , 1.235E+00 , 5.724E-01 , 1.800E+00 
 4.025E-08 , 9.895E-01 , 9.829E-01 , 9.916E-01 , 8.220E-01 , 1.800E+00 
 4.026E-08 , 7.884E-01 , 7.797E-01 , 7.930E-01 , 1.027E+00 , 1.800E+00 
 4.027E-08 , 6.251E-01 , 6.161E-01 , 6.321E-01 , 1.193E+00 , 1.800E+00 
 4.028E-08 , 4.610E-01 , 4.530E-01 , 4.706E-01 , 1.359E+00 , 1.800E+00 
 4.029E-08 , 2.550E-01 , 2.487E-01 , 2.671E-01 , 1.566E+00 , 1.801E+00 
 4.030E-08 , 1.150E-01 , 1.100E-01 , 1.283E-01 , 1.705E+00 , 1.801E+00 
 4.030E-08 , 5.015E-02 , 4.581E-02 , 6.393E-02 , 1.769E+00 , 1.801E+00 
 4.030E-08 , 2.676E-02 , 2.448E-02 , 3.961E-02 , 1.789E+00 , 1.801E+00 
 4.030E-08 , 1.279E-02 , 1.256E-02 , 2.447E-02 , 1.799E+00 , 1.801E+00 
 4.031E-08 , 3.949E-03 , 5.957E-03 , 1.390E-02 , 1.804E+00 , 1.801E+00 
 4.031E-08 , 9.233E-04 , 4.565E-03 , 8.328E-03 , 1.803E+00 , 1.801E+00 
 4.032E-08 , 1.172E-03 , 4.829E-03 , 6.915E-03 , 1.802E+00 , 1.802E+00 
 4.033E-08 , 1.179E-03 , 4.569E-03 , 5.360E-03 , 1.802E+00 , 1.802E+00 
 4.034E-08 , 8.007E-04 , 4.030E-03 , 2.850E-03 , 1.801E+00 , 1.802E+00 
 4.035E-08 , 6.182E-04 , 3.895E-03 , 1.341E-03 , 1.800E+00 , 1.803E+00 
 4.037E-08 , 6.011E-04 , 3.886E-03 , 6.079E-04 , 1.800E+00 , 1.804E+00 
 4.039E-08 , 6.080E-04 , 3.852E-03 , 2.140E-04 , 1.800E+00 , 1.804E+00 
 4.042E-08 , 6.453E-04 , 3.884E-03 , 5.633E-05 , 1.800E+00 , 1.802E+00 
 4.045E-08 , 1.060E-03 , 4.647E-03 , 1.099E-05 , 1.800E+00 , 1.790E+00 
 4.050E-08 , 1.827E-03 , 6.247E-03 ,-4.485E-06 , 1.800E+00 , 1.758E+00 
 4.054E-08 , 1.819E-03 , 5.384E-03 ,-8.411E-06 , 1.800E+00 , 1.711E+00 
 4.058E-08 , 1.330E-03 , 3.686E-03 ,-8.494E-06 , 1.800E+00 , 1.657E+00 
 4.063E-08 , 7.250E-04 , 1.993E-03 ,-6.076E-06 , 1.800E+00 , 1.577E+00 
 4.069E-08 , 3.430E-04 , 9.535E-04 ,-3.343E-06 , 1.800E+00 , 1.480E+00 
 4.075E-08 , 1.612E-04 , 4.381E-04 ,-4.905E-07 , 1.800E+00 , 1.375E+00 
 4.082E-08 , 7.076E-05 , 1.861E-04 , 1.210E-06 , 1.800E+00 , 1.251E+00 
 4.090E-08 , 3.019E-05 , 8.119E-05 , 3.310E-06 , 1.800E+00 , 1.098E+00 
 4.102E-08 , 2.601E-05 , 7.452E-05 , 1.047E-05 , 1.800E+00 , 8.966E-01 
 4.114E-08 , 2.827E-05 , 7.879E-05 , 6.542E-06 , 1.800E+00 , 6.783E-01 
 4.130E-08 , 9.038E-06 , 2.145E-05 ,-4.757E-07 , 1.800E+00 , 4.293E-01 
 4.144E-08 , 1.113E-06 , 3.051E-06 , 5.532E-07 , 1.800E+00 , 2.526E-01 
 4.159E-08 , 4.847E-06 , 1.469E-05 , 1.679E-06 , 1.800E+00 , 1.252E-01 
 4.180E-08 , 6.086E-06 , 1.659E-05 , 8.753E-07 , 1.800E+00 , 3.731E-02 
 4.202E-08 , 3.061E-06 , 6.585E-06 , 8.654E-08 , 1.800E+00 , 8.286E-03 
 4.220E-08 , 4.813E-07 , 1.254E-06 , 7.925E-08 , 1.800E+00 , 2.043E-03 
 4.241E-08 , 3.101E-07 ,-1.668E-07 , 7.039E-08 , 1.800E+00 , 8.429E-04 
 4.271E-08 , 7.932E-08 , 7.498E-08 , 5.845E-08 , 1.800E+00 , 8.717E-04 
 4.316E-08 , 6.518E-08 , 4.486E-07 , 4.001E-08 , 1.800E+00 , 6.832E-04 
 4.407E-08 , 3.690E-08 , 2.512E-07 , 3.119E-09 , 1.800E+00 , 1.880E-04 
 4.520E-08 , 1.866E-09 , 6.737E-09 ,-4.841E-07 , 1.800E+00 , 5.096E-05 
 4.521E-08 , 6.314E-02 , 1.106E-03 ,-4.865E-07 , 1.800E+00 , 5.647E-05 
 4.521E-08 , 1.451E-01 , 1.902E-03 ,-4.888E-07 , 1.800E+00 , 6.373E-05 
 4.522E-08 , 2.442E-01 , 2.153E-03 ,-4.913E-07 , 1.800E+00 , 7.281E-05 
 4.523E-08 , 4.089E-01 , 1.897E-03 ,-4.952E-07 , 1.800E+00 , 8.816E-05 
 4.523E-08 , 5.661E-01 , 1.610E-03 ,-4.990E-07 , 1.800E+00 , 1.028E-04 
 4.525E-08 , 7.653E-01 , 8.414E-04 ,-5.038E-07 , 1.800E+00 , 1.081E-04 
 4.526E-08 , 1.048E+00 ,-2.207E-03 ,-2.792E-06 , 1.800E+00 , 5.284E-05 
 4.528E-08 , 1.337E+00 ,-8.171E-03 ,-5.079E-06 , 1.800E+00 ,-1.034E-04 
 4.529E-08 , 1.607E+00 ,-1.443E-02 ,-5.907E-06 , 1.800E+00 ,-3.506E-04 
 4.530E-08 , 1.756E+00 ,-1.759E-02 ,-6.369E-06 , 1.800E+00 ,-5.301E-04 
 4.530E-08 , 1.780E+00 ,-1.902E-02 ,-6.557E-06 , 1.800E+00 ,-6.115E-04 
 4.531E-08 , 1.792E+00 ,-2.015E-02 ,-6.076E-06 , 1.800E+00 ,-6.929E-04 
 4.531E-08 , 1.796E+00 ,-2.092E-02 ,-5.479E-06 , 1.800E+00 ,-7.941E-04 
 4.532E-08 , 1.796E+00 ,-2.105E-02 ,-4.069E-06 , 1.800E+00 ,-9.671E-04 
 4.532E-08 , 1.796E+00 ,-2.054E-02 ,-2.785E-06 , 1.800E+00 ,-1.121E-03 
 4.533E-08 , 1.796E+00 ,-1.936E-02 ,-1.026E-06 , 1.800E+00 ,-1.326E-03 
 4.535E-08 , 1.797E+00 ,-1.593E-02 , 1.504E-05 , 1.800E+00 ,-1.708E-03 
 4.536E-08 , 1.797E+00 ,-1.373E-02 , 3.874E-05 , 1.800E+00 ,-1.915E-03 
 4.538E-08 , 1.798E+00 ,-1.166E-02 , 7.239E-05 , 1.800E+00 ,-2.083E-03 
 4.539E-08 , 1.798E+00 ,-9.962E-03 , 1.199E-04 , 1.801E+00 ,-2.166E-03 
 4.540E-08 , 1.798E+00 ,-8.460E-03 , 1.907E-04 , 1.801E+00 ,-1.922E-03 
 4.541E-08 , 1.798E+00 ,-7.275E-03 , 2.130E-04 , 1.801E+00 ,-6.023E-04 
 4.543E-08 , 1.799E+00 ,-6.112E-03 , 1.185E-04 , 1.801E+00 , 3.609E-03 
 4.544E-08 , 1.799E+00 ,-5.129E-03 ,-3.744E-05 , 1.800E+00 , 1.094E-02 
 4.545E-08 , 1.799E+00 ,-4.172E-03 ,-1.368E-04 , 1.799E+00 , 2.131E-02 
 4.547E-08 , 1.799E+00 ,-2.973E-03 ,-1.407E-04 , 1.799E+00 , 3.858E-02 
 4.549E-08 , 1.799E+00 ,-2.002E-03 ,-8.699E-05 , 1.800E+00 , 5.810E-02 
 4.551E-08 , 1.800E+00 ,-1.353E-03 ,-4.420E-05 , 1.800E+00 , 7.798E-02 
 4.553E-08 , 1.800E+00 ,-8.443E-04 ,-1.627E-05 , 1.800E+00 , 1.051E-01 
 4.557E-08 , 1.800E+00 ,-5.100E-04 ,-4.850E-06 , 1.800E+00 , 1.426E-01 
 4.560E-08 , 1.800E+00 ,-3.446E-04 ,-2.304E-06 , 1.800E+00 , 1.850E-01 
 4.565E-08 , 1.800E+00 ,-2.465E-04 ,-1.549E-06 , 1.800E+00 , 2.374E-01 
 4.572E-08 , 1.800E+00 ,-1.738E-04 ,-4.641E-07 , 1.800E+00 , 3.126E-01 
 4.582E-08 , 1.800E+00 ,-1.156E-04 ,-3.188E-07 , 1.800E+00 , 4.284E-01 
 4.599E-08 , 1.800E+00 ,-7.051E-05 ,-7.977E-08 , 1.800E+00 , 6.173E-01 
 4.621E-08 , 1.800E+00 ,-4.370E-05 , 2.625E-07 , 1.800E+00 , 8.722E-01 
 4.643E-08 , 1.800E+00 ,-2.920E-05 , 5.858E-07 , 1.800E+00 , 1.099E+00 
 4.665E-08 , 1.800E+00 ,-2.217E-05 , 9.090E-07 , 1.800E+00 , 1.297E+00 
 4.693E-08 , 1.800E+00 ,-2.089E-05 ,-9.168E-07 , 1.800E+00 , 1.493E+00 
 4.721E-08 , 1.800E+00 ,-1.746E-05 ,-7.368E-07 , 1.800E+00 , 1.624E+00 
 4.753E-08 , 1.800E+00 ,-1.345E-05 ,-5.257E-07 , 1.800E+00 , 1.713E+00 
 4.794E-08 , 1.800E+00 ,-1.028E-05 ,-3.625E-07 , 1.800E+00 , 1.768E+00 
 4.834E-08 , 1.800E+00 ,-8.732E-06 ,-2.038E-07 , 1.800E+00 , 1.788E+00 
 4.878E-08 , 1.800E+00 ,-7.024E-06 ,-2.833E-08 , 1.800E+00 , 1.796E+00 
 4.933E-08 , 1.800E+00 ,-6.041E-06 ,-2.226E-08 , 1.800E+00 , 1.799E+00 
 5.008E-08 , 1.800E+00 ,-4.702E-06 ,-1.398E-08 , 1.800E+00 , 1.799E+00 
 5.107E-08 , 1.800E+00 ,-3.733E-06 ,-2.913E-09 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.744E+00 , 6.134E-02 , 2.450E-06 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.705E+00 , 1.047E-01 , 4.202E-06 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.629E+00 , 1.896E-01 , 7.706E-06 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.487E+00 , 3.493E-01 , 1.293E-05 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.347E+00 , 5.075E-01 , 1.703E-05 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.230E+00 , 6.411E-01 , 1.989E-05 , 1.800E+00 , 1.800E+00 
 5.107E-08 , 1.090E+00 , 8.060E-01 , 2.281E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 9.608E-01 , 9.637E-01 , 2.471E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 8.517E-01 , 1.097E+00 , 2.528E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 7.312E-01 , 1.238E+00 , 2.456E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 6.045E-01 , 1.377E+00 , 2.214E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 4.755E-01 , 1.505E+00 , 1.727E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 3.663E-01 , 1.601E+00 , 1.198E-05 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 2.770E-01 , 1.671E+00 , 6.038E-06 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 2.042E-01 , 1.722E+00 , 4.371E-07 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 1.460E-01 , 1.758E+00 ,-4.286E-06 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 1.006E-01 , 1.782E+00 ,-7.767E-06 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 6.683E-02 , 1.797E+00 ,-9.737E-06 , 1.800E+00 , 1.800E+00 
 5.108E-08 , 4.366E-02 , 1.805E+00 ,-1.011E-05 , 1.800E+00 , 1.800E+00 
 5.109E-08 , 2.963E-02 , 1.809E+00 ,-8.814E-06 , 1.800E+00 , 1.800E+00 
 5.109E-08 , 2.174E-02 , 1.810E+00 ,-7.258E-06 , 1.800E+00 , 1.800E+00 
 5.109E-08 , 1.757E-02 , 1.810E+00 ,-5.266E-06 , 1.800E+00 , 1.800E+00 
 5.110E-08 , 1.539E-02 , 1.808E+00 ,-2.631E-06 , 1.800E+00 , 1.800E+00 
 5.110E-08 , 1.348E-02 , 1.806E+00 ,-6.449E-07 , 1.800E+00 , 1.800E+00 
 5.111E-08 , 1.044E-02 , 1.804E+00 , 1.269E-07 , 1.800E+00 , 1.800E+00 
 5.112E-08 , 7.617E-03 , 1.803E+00 , 8.478E-07 , 1.800E+00 , 1.800E+00 
 5.113E-08 , 5.201E-03 , 1.802E+00 , 8.186E-07 , 1.800E+00 , 1.800E+00 
 5.114E-08 , 3.202E-03 , 1.801E+00 , 7.825E-07 , 1.800E+00 , 1.800E+00 
 5.115E-08 , 1.737E-03 , 1.801E+00 , 7.378E-07 , 1.800E+00 , 1.800E+00 
 5.116E-08 , 8.126E-04 , 1.800E+00 , 6.836E-07 , 1.800E+00 , 1.800E+00 
 5.118E-08 , 3.170E-04 , 1.800E+00 , 6.182E-07 , 1.800E+00 , 1.800E+00 
 5.121E-08 , 9.691E-05 , 1.800E+00 , 5.368E-07 , 1.800E+00 , 1.800E+00 
 5.124E-08 , 2.827E-05 , 1.800E+00 , 4.303E-07 , 1.800E+00 , 1.800E+00 
 5.129E-08 , 2.222E-05 , 1.800E+00 , 2.464E-07 , 1.800E+00 , 1.800E+00 
 5.136E-08 , 1.591E-05 , 1.800E+00 , 3.477E-09 , 1.800E+00 , 1.800E+00 
 5.148E-08 , 2.510E-06 , 1.800E+00 , 3.428E-09 , 1.800E+00 , 1.800E+00 
 5.173E-08 ,-1.547E-06 , 1.800E+00 , 3.329E-09 , 1.800E+00 , 1.800E+00 
 5.222E-08 , 5.638E-07 , 1.800E+00 , 3.133E-09 , 1.800E+00 , 1.800E+00 
 5.320E-08 , 3.616E-07 , 1.800E+00 , 2.739E-09 , 1.800E+00 , 1.800E+00 
 5.517E-08 ,-4.280E-08 , 1.800E+00 , 1.953E-09 , 1.800E+00 , 1.800E+00 
 5.520E-08 ,-4.887E-08 , 1.800E+00 , 1.941E-09 , 1.800E+00 , 1.800E+00 
 5.521E-08 , 7.772E-02 , 1.801E+00 , 1.938E-09 , 1.800E+00 , 1.800E+00 
 5.522E-08 , 2.187E-01 , 1.801E+00 , 1.935E-09 , 1.800E+00 , 1.800E+00 
 5.523E-08 , 4.195E-01 , 1.801E+00 , 1.930E-09 , 1.800E+00 , 1.800E+00 
 5.524E-08 , 5.899E-01 , 1.801E+00 , 1.927E-09 , 1.800E+00 , 1.800E+00 
 5.525E-08 , 8.106E-01 , 1.801E+00 , 1.922E-09 , 1.800E+00 , 1.800E+00 
 5.527E-08 , 1.259E+00 , 1.801E+00 , 1.912E-09 , 1.800E+00 , 1.800E+00 
 5.529E-08 , 1.554E+00 , 1.801E+00 , 1.905E-09 , 1.800E+00 , 1.800E+00 
 5.530E-08 , 1.759E+00 , 1.801E+00 , 1.901E-09 , 1.800E+00 , 1.800E+00 
 5.530E-08 , 1.785E+00 , 1.800E+00 , 1.899E-09 , 1.800E+00 , 1.800E+00 
 5.531E-08 , 1.797E+00 , 1.800E+00 , 1.898E-09 , 1.800E+00 , 1.800E+00 
 5.531E-08 , 1.800E+00 , 1.800E+00 , 1.896E-09 , 1.800E+00 , 1.800E+00 
 5.532E-08 , 1.800E+00 , 1.800E+00 , 1.893E-09 , 1.800E+00 , 1.800E+00 
 5.533E-08 , 1.800E+00 , 1.800E+00 , 1.890E-09 , 1.800E+00 , 1.800E+00 
 5.534E-08 , 1.800E+00 , 1.800E+00 , 1.886E-09 , 1.800E+00 , 1.800E+00 
 5.536E-08 , 1.800E+00 , 1.800E+00 , 1.878E-09 , 1.800E+00 , 1.800E+00 
 5.539E-08 , 1.800E+00 , 1.800E+00 , 1.863E-09 , 1.800E+00 , 1.800E+00 
 5.547E-08 , 1.800E+00 , 1.800E+00 , 1.834E-09 , 1.800E+00 , 1.800E+00 
 5.561E-08 , 1.800E+00 , 1.800E+00 , 1.778E-09 , 1.800E+00 , 1.800E+00 
 5.589E-08 , 1.800E+00 , 1.800E+00 , 1.664E-09 , 1.800E+00 , 1.800E+00 
 5.646E-08 , 1.800E+00 , 1.800E+00 , 1.437E-09 , 1.800E+00 , 1.800E+00 
 5.760E-08 , 1.800E+00 , 1.800E+00 , 9.836E-10 , 1.800E+00 , 1.800E+00 
 6.020E-08 , 1.800E+00 , 1.800E+00 ,-5.689E-11 , 1.800E+00 , 1.800E+00 
 6.021E-08 , 1.718E+00 , 1.716E+00 , 7.619E-02 , 1.801E+00 , 1.800E+00 
 6.021E-08 , 1.616E+00 , 1.613E+00 , 1.738E-01 , 1.801E+00 , 1.800E+00 
 6.022E-08 , 1.499E+00 , 1.496E+00 , 2.888E-01 , 1.801E+00 , 1.800E+00 
 6.023E-08 , 1.328E+00 , 1.325E+00 , 4.599E-01 , 1.801E+00 , 1.800E+00 
 6.024E-08 , 1.143E+00 , 1.139E+00 , 6.466E-01 , 1.801E+00 , 1.800E+00 
 6.025E-08 , 8.712E-01 , 8.632E-01 , 9.241E-01 , 1.801E+00 , 1.800E+00 
 6.027E-08 , 5.531E-01 , 5.444E-01 , 1.249E+00 , 1.801E+00 , 1.800E+00 
 6.029E-08 , 2.335E-01 , 2.272E-01 , 1.574E+00 , 1.801E+00 , 1.800E+00 
 6.030E-08 , 5.016E-02 , 4.577E-02 , 1.759E+00 , 1.801E+00 , 1.801E+00 
 6.030E-08 , 2.306E-02 , 2.142E-02 , 1.783E+00 , 1.800E+00 , 1.801E+00 
 6.031E-08 , 8.311E-03 , 9.186E-03 , 1.796E+00 , 1.800E+00 , 1.801E+00 
 6.031E-08 , 1.888E-03 , 4.733E-03 , 1.800E+00 , 1.800E+00 , 1.801E+00 
 6.032E-08 , 8.852E-04 , 4.636E-03 , 1.800E+00 , 1.800E+00 , 1.801E+00 
 6.033E-08 , 1.212E-03 , 4.729E-03 , 1.800E+00 , 1.800E+00 , 1.802E+00 
 6.033E-08 , 1.033E-03 , 4.312E-03 , 1.800E+00 , 1.800E+00 , 1.802E+00 
 6.035E-08 , 6.313E-04 , 3.880E-03 , 1.800E+00 , 1.800E+00 , 1.803E+00 
 6.038E-08 , 5.611E-04 , 3.845E-03 , 1.800E+00 , 1.800E+00 , 1.804E+00 
 6.042E-08 , 6.948E-04 , 3.974E-03 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 6.046E-08 , 1.274E-03 , 5.122E-03 , 1.800E+00 , 1.800E+00 , 1.782E+00 
 6.050E-08 , 1.872E-03 , 6.244E-03 , 1.800E+00 , 1.800E+00 , 1.749E+00 
 6.055E-08 , 1.723E-03 , 4.999E-03 , 1.800E+00 , 1.800E+00 , 1.698E+00 
 6.059E-08 , 1.114E-03 , 3.031E-03 , 1.800E+00 , 1.800E+00 , 1.630E+00 
 6.065E-08 , 5.316E-04 , 1.467E-03 , 1.800E+00 , 1.800E+00 , 1.539E+00 
 6.071E-08 , 2.413E-04 , 6.766E-04 , 1.800E+00 , 1.800E+00 , 1.437E+00 
 6.078E-08 , 1.106E-04 , 2.992E-04 , 1.800E+00 , 1.800E+00 , 1.325E+00 
 6.085E-08 , 4.778E-05 , 1.250E-04 , 1.800E+00 , 1.800E+00 , 1.189E+00 
 6.095E-08 , 2.502E-05 , 6.916E-05 , 1.800E+00 , 1.800E+00 , 1.017E+00 
 6.106E-08 , 2.954E-05 , 8.477E-05 , 1.800E+00 , 1.800E+00 , 8.227E-01 
 6.121E-08 , 1.918E-05 , 5.029E-05 , 1.800E+00 , 1.800E+00 , 5.524E-01 
 6.134E-08 , 4.179E-06 , 9.473E-06 , 1.800E+00 , 1.800E+00 , 3.604E-01 
 6.147E-08 , 2.298E-06 , 7.234E-06 , 1.800E+00 , 1.800E+00 , 2.144E-01 
 6.163E-08 , 6.151E-06 , 1.778E-05 , 1.800E+00 , 1.800E+00 , 9.964E-02 
 6.183E-08 , 5.488E-06 , 1.481E-05 , 1.800E+00 , 1.800E+00 , 3.313E-02 
 6.202E-08 , 2.182E-06 , 5.734E-06 , 1.800E+00 , 1.800E+00 , 9.173E-03 
 6.222E-08 , 3.365E-07 , 9.051E-07 , 1.800E+00 , 1.800E+00 , 2.453E-03 
 6.244E-08 , 2.386E-07 ,-4.537E-08 , 1.800E+00 , 1.800E+00 , 1.033E-03 
 6.274E-08 , 1.092E-07 , 1.274E-07 , 1.800E+00 , 1.800E+00 , 8.477E-04 
 6.320E-08 , 8.849E-08 , 3.946E-07 , 1.800E+00 , 1.800E+00 , 6.076E-04 
 6.395E-08 , 5.456E-08 , 2.451E-07 , 1.800E+00 , 1.800E+00 , 2.197E-04 
 6.520E-08 ,-1.486E-09 ,-1.949E-09 , 1.800E+00 , 1.800E+00 , 5.250E-05 
 6.521E-08 , 6.315E-02 , 1.106E-03 , 1.800E+00 , 1.800E+00 , 5.793E-05 
 6.521E-08 , 1.451E-01 , 1.901E-03 , 1.800E+00 , 1.800E+00 , 6.508E-05 
 6.522E-08 , 2.440E-01 , 2.153E-03 , 1.800E+00 , 1.800E+00 , 7.402E-05 
 6.523E-08 , 4.053E-01 , 1.903E-03 , 1.800E+00 , 1.800E+00 , 8.887E-05 
 6.523E-08 , 5.618E-01 , 1.617E-03 , 1.800E+00 , 1.800E+00 , 1.033E-04 
 6.525E-08 , 7.622E-01 , 8.617E-04 , 1.800E+00 , 1.800E+00 , 1.089E-04 
 6.526E-08 , 1.047E+00 ,-2.185E-03 , 1.800E+00 , 1.800E+00 , 5.445E-05 
 6.528E-08 , 1.337E+00 ,-8.175E-03 , 1.800E+00 , 1.800E+00 ,-1.009E-04 
 6.529E-08 , 1.607E+00 ,-1.442E-02 , 1.800E+00 , 1.800E+00 ,-3.456E-04 
 6.530E-08 , 1.756E+00 ,-1.758E-02 , 1.800E+00 , 1.800E+00 ,-5.236E-04 
 6.531E-08 , 1.785E+00 ,-1.954E-02 , 1.800E+00 , 1.800E+00 ,-6.584E-04 
 6.531E-08 , 1.795E+00 ,-2.071E-02 , 1.800E+00 , 1.800E+00 ,-7.932E-04 
 6.532E-08 , 1.796E+00 ,-2.103E-02 , 1.800E+00 , 1.800E+00 ,-9.382E-04 
 6.533E-08 , 1.796E+00 ,-2.044E-02 , 1.800E+00 , 1.800E+00 ,-1.142E-03 
 6.534E-08 , 1.796E+00 ,-1.896E-02 , 1.800E+00 , 1.800E+00 ,-1.367E-03 
 6.536E-08 , 1.797E+00 ,-1.506E-02 , 1.800E+00 , 1.800E+00 ,-1.785E-03 
 6.537E-08 , 1.797E+00 ,-1.271E-02 , 1.800E+00 , 1.800E+00 ,-2.008E-03 
 6.538E-08 , 1.798E+00 ,-1.060E-02 , 1.800E+00 , 1.800E+00 ,-2.175E-03 
 6.539E-08 , 1.798E+00 ,-9.028E-03 , 1.800E+00 , 1.801E+00 ,-2.144E-03 
 6.541E-08 , 1.798E+00 ,-7.415E-03 , 1.800E+00 , 1.801E+00 ,-7.308E-04 
 6.542E-08 , 1.798E+00 ,-6.376E-03 , 1.800E+00 , 1.800E+00 , 2.733E-03 
 6.543E-08 , 1.799E+00 ,-5.460E-03 , 1.800E+00 , 1.800E+00 , 8.988E-03 
 6.545E-08 , 1.799E+00 ,-4.520E-03 , 1.800E+00 , 1.799E+00 , 1.853E-02 
 6.546E-08 , 1.799E+00 ,-3.404E-03 , 1.800E+00 , 1.799E+00 , 3.341E-02 
 6.548E-08 , 1.799E+00 ,-2.445E-03 , 1.800E+00 , 1.800E+00 , 5.031E-02 
 6.550E-08 , 1.799E+00 ,-1.690E-03 , 1.800E+00 , 1.800E+00 , 6.923E-02 
 6.552E-08 , 1.800E+00 ,-1.093E-03 , 1.800E+00 , 1.800E+00 , 9.335E-02 
 6.555E-08 , 1.800E+00 ,-6.436E-04 , 1.800E+00 , 1.800E+00 , 1.287E-01 
 6.559E-08 , 1.800E+00 ,-4.147E-04 , 1.800E+00 , 1.800E+00 , 1.685E-01 
 6.563E-08 , 1.800E+00 ,-2.877E-04 , 1.800E+00 , 1.800E+00 , 2.157E-01 
 6.568E-08 , 1.800E+00 ,-2.045E-04 , 1.800E+00 , 1.800E+00 , 2.785E-01 
 6.576E-08 , 1.800E+00 ,-1.421E-04 , 1.800E+00 , 1.800E+00 , 3.703E-01 
 6.589E-08 , 1.800E+00 ,-9.067E-05 , 1.800E+00 , 1.800E+00 , 5.198E-01 
 6.609E-08 , 1.800E+00 ,-5.501E-05 , 1.800E+00 , 1.800E+00 , 7.449E-01 
 6.636E-08 , 1.800E+00 ,-3.366E-05 , 1.800E+00 , 1.800E+00 , 1.033E+00 
 6.664E-08 , 1.800E+00 ,-2.160E-05 , 1.800E+00 , 1.800E+00 , 1.293E+00 
 6.688E-08 , 1.800E+00 ,-2.119E-05 , 1.800E+00 , 1.800E+00 , 1.465E+00 
 6.712E-08 , 1.800E+00 ,-1.883E-05 , 1.800E+00 , 1.800E+00 , 1.589E+00 
 6.742E-08 , 1.800E+00 ,-1.452E-05 , 1.800E+00 , 1.800E+00 , 1.690E+00 
 6.778E-08 , 1.800E+00 ,-1.136E-05 , 1.800E+00 , 1.800E+00 , 1.752E+00 
 6.816E-08 , 1.800E+00 ,-9.589E-06 , 1.800E+00 , 1.800E+00 , 1.781E+00 
 6.856E-08 , 1.800E+00 ,-7.668E-06 , 1.800E+00 , 1.800E+00 , 1.793E+00 
 6.905E-08 , 1.800E+00 ,-6.621E-06 , 1.800E+00 , 1.800E+00 , 1.798E+00 
 6.968E-08 , 1.800E+00 ,-5.237E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.020E-08 , 1.800E+00 ,-4.619E-06 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.021E-08 , 1.734E+00 , 6.751E-02 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.021E-08 , 1.651E+00 , 1.522E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
